code,name,ipo_date,type,inst,codes,url,title,date,url1,filename
143924.SH,17建材Y2,2017-10-26,公司债,中国建材股份有限公司,143924,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143924&announcementId=1204026946&orgId=gshk0003323&announcementTime=2017-10-11,17建材Y2 : 中国建材股份有限公司公开发行2017年可续期公司债券募集说明书,2017-10-11,http://static.cninfo.com.cn/finalpage/2017-10-11/1204026946.PDF,[143924.SH]17建材Y2 : 中国建材股份有限公司公开发行2017年可续期公司债券募集说明书.pdf
143925.SH,17电投Y2,2017-10-31,公司债,国家电力投资集团有限公司,143925,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143925&announcementId=1204029603&orgId=9900005022&announcementTime=2017-10-11,17电投Y2 : 国家电力投资集团公司公开发行2017年可续期公司债券（第二期）募集说明书,2017-10-11,http://static.cninfo.com.cn/finalpage/2017-10-11/1204029603.PDF,[143925.SH]17电投Y2 : 国家电力投资集团公司公开发行2017年可续期公司债券（第二期）募集说明书.pdf
143926.SH,17电投Y3,2017-10-31,公司债,国家电力投资集团有限公司,143926,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143926&announcementId=1204035494&orgId=9900005022&announcementTime=2017-10-13,17电投Y3 : 国家电力投资集团公司公开发行2017年可续期公司债券（第三期）募集说明书,2017-10-13,http://static.cninfo.com.cn/finalpage/2017-10-13/1204035494.PDF,[143926.SH]17电投Y3 : 国家电力投资集团公司公开发行2017年可续期公司债券（第三期）募集说明书.pdf
143929.SH,17建集Y1,2017-11-09,公司债,厦门建发集团有限公司,143929,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143929&announcementId=1204058372&orgId=9900006349&announcementTime=2017-10-23,17建集Y1 : 厦门建发集团有限公司公开发行2017年可续期公司债券（第一期）募集说明书,2017-10-23,http://static.cninfo.com.cn/finalpage/2017-10-23/1204058372.PDF,[143929.SH]17建集Y1 : 厦门建发集团有限公司公开发行2017年可续期公司债券（第一期）募集说明书.pdf
143931.SH,17中保Y2,2017-11-10,公司债,中国投融资担保股份有限公司,143931,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143931&announcementId=1204062109&orgId=9900031635&announcementTime=2017-10-24,17中保Y2 : 中国投融资担保股份有限公司2017年公开发行可续期公司债券（第一期)募集说明书（面向合格投资者）,2017-10-24,http://static.cninfo.com.cn/finalpage/2017-10-24/1204062109.PDF,[143931.SH]17中保Y2 : 中国投融资担保股份有限公司2017年公开发行可续期公司债券（第一期)募集说明书（面向合格投资者）.pdf
143935.SH,17新际Y2,2017-11-17,公司债,新兴际华集团有限公司,143935,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143935&announcementId=1204106870&orgId=9900019031&announcementTime=2017-11-02,17新际Y2 : 新兴际华集团有限公司2017年公开发行可续期公司债券（第一期）募集说明书,2017-11-02,http://static.cninfo.com.cn/finalpage/2017-11-02/1204106870.PDF,[143935.SH]17新际Y2 : 新兴际华集团有限公司2017年公开发行可续期公司债券（第一期）募集说明书.pdf
143940.SH,17建集Y2,2017-11-29,公司债,厦门建发集团有限公司,143940,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143940&announcementId=1204145895&orgId=9900006349&announcementTime=2017-11-17,17建集Y2 : 厦门建发集团有限公司公开发行2017年可续期公司债券（第二期）募集说明书,2017-11-17,http://static.cninfo.com.cn/finalpage/2017-11-17/1204145895.PDF,[143940.SH]17建集Y2 : 厦门建发集团有限公司公开发行2017年可续期公司债券（第二期）募集说明书.pdf
143951.SH,18中建Y1,2018-02-14,公司债,中国建筑第六工程局有限公司,143951,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143951&announcementId=1204379036&orgId=GD087849&announcementTime=2018-01-31,18中建Y1 : 中国建筑第六工程局有限公司公开发行2018年可续期公司债券募集说明书,2018-01-31,http://static.cninfo.com.cn/finalpage/2018-01-31/1204379036.PDF,[143951.SH]18中建Y1 : 中国建筑第六工程局有限公司公开发行2018年可续期公司债券募集说明书.pdf
143965.SH,18华电Y4,2018-08-22,公司债,华电国际电力股份有限公司,143965,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143965&announcementId=1205272364&orgId=gssh0600089&announcementTime=2018-08-09,华电国际电力股份有限公司公开发行2018年可续期公司债券（第二期）募集说明书,2018-08-09,http://static.cninfo.com.cn/finalpage/2018-08-09/1205272364.PDF,[143965.SH]华电国际电力股份有限公司公开发行2018年可续期公司债券（第二期）募集说明书.pdf
143981.SH,18建材Y2,2018-06-21,公司债,中国建材股份有限公司,143981,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143981&announcementId=1205032499&orgId=gshk0003323&announcementTime=2018-06-04,18建材Y2 : 中国建材股份有限公司公开发行2018年可续期公司债券（第一期）募集说明书,2018-06-04,http://static.cninfo.com.cn/finalpage/2018-06-04/1205032499.PDF,[143981.SH]18建材Y2 : 中国建材股份有限公司公开发行2018年可续期公司债券（第一期）募集说明书.pdf
143982.SH,18电投Y1,2018-06-22,公司债,国家电力投资集团有限公司,143982,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143982&announcementId=1205028722&orgId=9900005022&announcementTime=2018-06-01,18电投Y1 : 国家电力投资集团有限公司公开发行2018年可续期公司债券（第一期）募集说明书,2018-06-01,http://static.cninfo.com.cn/finalpage/2018-06-01/1205028722.PDF,[143982.SH]18电投Y1 : 国家电力投资集团有限公司公开发行2018年可续期公司债券（第一期）募集说明书.pdf
143993.SH,18华电Y2,2018-07-26,公司债,华电国际电力股份有限公司,143993,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143993&announcementId=1205140757&orgId=gssh0600027&announcementTime=2018-07-11,18华电Y2 : 华电国际电力股份有限公司公开发行2018年可续期公司债券（第一期）募集说明书,2018-07-11,http://static.cninfo.com.cn/finalpage/2018-07-11/1205140757.PDF,[143993.SH]18华电Y2 : 华电国际电力股份有限公司公开发行2018年可续期公司债券（第一期）募集说明书.pdf
143996.SH,18福新Y2,2018-08-23,公司债,福建华电福瑞能源发展有限公司,143996,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143996&announcementId=1205256049&orgId=9900022853&announcementTime=2018-08-03,18福新Y2 : 华电福新能源股份有限公司公开发行2018年可续期公司债券（第一期）募集说明书,2018-08-03,http://static.cninfo.com.cn/finalpage/2018-08-03/1205256049.PDF,[143996.SH]18福新Y2 : 华电福新能源股份有限公司公开发行2018年可续期公司债券（第一期）募集说明书.pdf
143999.SH,18建材Y4,2018-08-23,公司债,中国建材股份有限公司,143999,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=143999&announcementId=1205265802&orgId=gshk0003323&announcementTime=2018-08-08,18建材Y4 : 中国建材股份有限公司公开发行2018年可续期公司债券（第二期）募集说明书,2018-08-08,http://static.cninfo.com.cn/finalpage/2018-08-08/1205265802.PDF,[143999.SH]18建材Y4 : 中国建材股份有限公司公开发行2018年可续期公司债券（第二期）募集说明书.pdf
149001.SZ,19广核01,2019-12-06,公司债,中国广核集团有限公司,149001,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149001&announcementId=1207106486&orgId=9900005038&announcementTime=2019-11-22,19广核01 : 募集说明书,2019-11-22,http://static.cninfo.com.cn/finalpage/2019-11-22/1207106486.PDF,[149001.SZ]19广核01 : 募集说明书.pdf
149002.SZ,19伊犁02,2019-12-26,公司债,新疆可克达拉市国有资本投资运营有限责任公司,149002,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149002&announcementId=1207116424&orgId=9900040086&announcementTime=2019-11-27,19伊犁02 : 新疆可克达拉市国有资本投资运营有限责任公司2019年面向合格投资者公开发行公司债券（第二期）募集说明书,2019-11-27,http://static.cninfo.com.cn/finalpage/2019-11-27/1207116424.PDF,[149002.SZ]19伊犁02 : 新疆可克达拉市国有资本投资运营有限责任公司2019年面向合格投资者公开发行公司债券（第二期）募集说明书.pdf
149003.SZ,19产控01,2019-12-10,公司债,南通产业控股集团有限公司,149003,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149003&announcementId=1207116621&orgId=9900012807&announcementTime=2019-11-27,19产控01 : 南通产业控股集团有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书,2019-11-27,http://static.cninfo.com.cn/finalpage/2019-11-27/1207116621.PDF,[149003.SZ]19产控01 : 南通产业控股集团有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149004.SZ,19许继01,2019-12-09,公司债,许继电气股份有限公司,149004,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149004&announcementId=1207119261&orgId=gssz0000400&announcementTime=2019-11-27,19许继01 : 许继电气股份有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书,2019-11-27,http://static.cninfo.com.cn/finalpage/2019-11-27/1207119261.PDF,[149004.SZ]19许继01 : 许继电气股份有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149005.SZ,19苏投S2,2019-12-16,公司债,江苏高科技投资集团有限公司,149005,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149005&announcementId=1207133801&orgId=GD000164&announcementTime=2019-12-04,19苏投S2 : 江苏高科技投资集团有限公司2019年面向合格投资者公开发行创新创业公司债券（第二期）募集说明书,2019-12-04,http://static.cninfo.com.cn/finalpage/2019-12-04/1207133801.PDF,[149005.SZ]19苏投S2 : 江苏高科技投资集团有限公司2019年面向合格投资者公开发行创新创业公司债券（第二期）募集说明书.pdf
149007.SZ,19北控PG,2019-12-13,公司债,北控清洁能源集团有限公司,149007,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149007&announcementId=1207130713&orgId=-&announcementTime=2019-12-03,19北控PG : 北控清洁能源集团有限公司2019年面向合格投资者公开发行绿色公司债券（第一期）募集说明书,2019-12-03,http://static.cninfo.com.cn/finalpage/2019-12-03/1207130713.PDF,[149007.SZ]19北控PG : 北控清洁能源集团有限公司2019年面向合格投资者公开发行绿色公司债券（第一期）募集说明书.pdf
149008.SZ,19电科投,2019-12-16,公司债,中电科投资控股有限公司,149008,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149008&announcementId=1207134202&orgId=GD112075&announcementTime=2019-12-04,19电科投 : 中电科投资控股有限公司2019年面向合格投资者公开发行创新创业公司债券（第一期）募集说明书,2019-12-04,http://static.cninfo.com.cn/finalpage/2019-12-04/1207134202.PDF,[149008.SZ]19电科投 : 中电科投资控股有限公司2019年面向合格投资者公开发行创新创业公司债券（第一期）募集说明书.pdf
149010.SZ,19基建01,2019-12-17,公司债,天津天保基建股份有限公司,149010,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149010&announcementId=1207139237&orgId=gssz0000965&announcementTime=2019-12-05,19基建01 : 天津天保基建股份有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书,2019-12-05,http://static.cninfo.com.cn/finalpage/2019-12-05/1207139237.PDF,[149010.SZ]19基建01 : 天津天保基建股份有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149011.SZ,19河钢02,2019-12-25,公司债,河钢股份有限公司,149011,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149011&announcementId=1207143812&orgId=gssz0000709&announcementTime=2019-12-09,19河钢02 : 河钢股份有限公司2019年面向合格投资者公开发行公司债券（第二期）募集说明书,2019-12-09,http://static.cninfo.com.cn/finalpage/2019-12-09/1207143812.PDF,[149011.SZ]19河钢02 : 河钢股份有限公司2019年面向合格投资者公开发行公司债券（第二期）募集说明书.pdf
149012.SZ,19和佳S1,2019-12-19,公司债,珠海和佳医疗设备股份有限公司,149012,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149012&announcementId=1207153158&orgId=9900021098&announcementTime=2019-12-11,19和佳S1 : 珠海和佳医疗设备股份有限公司公开发行2019年创新创业公司债券（面向合格投资者）（第一期）募集说明书,2019-12-11,http://static.cninfo.com.cn/finalpage/2019-12-11/1207153158.PDF,[149012.SZ]19和佳S1 : 珠海和佳医疗设备股份有限公司公开发行2019年创新创业公司债券（面向合格投资者）（第一期）募集说明书.pdf
149013.SZ,19杰赛债,2019-12-27,公司债,广州杰赛科技股份有限公司,149013,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149013&announcementId=1207164238&orgId=9900017429&announcementTime=2019-12-16,19杰赛债 : 广州杰赛科技股份有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书,2019-12-16,http://static.cninfo.com.cn/finalpage/2019-12-16/1207164238.PDF,[149013.SZ]19杰赛债 : 广州杰赛科技股份有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149014.SZ,19怡亚01,2020-01-08,公司债,深圳市怡亚通供应链股份有限公司,149014,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149014&announcementId=1207173172&orgId=9900003828&announcementTime=2019-12-18,19怡亚01 : 深圳市怡亚通供应链股份有限公司2019年公开发行公司债券（第一期）募集说明书（面向合格投资者）,2019-12-18,http://static.cninfo.com.cn/finalpage/2019-12-18/1207173172.PDF,[149014.SZ]19怡亚01 : 深圳市怡亚通供应链股份有限公司2019年公开发行公司债券（第一期）募集说明书（面向合格投资者）.pdf
149015.SZ,19赛格01,2019-12-30,公司债,深圳市赛格集团有限公司,149015,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149015&announcementId=1207176207&orgId=GD010341&announcementTime=2019-12-19,19赛格01 : 深圳市赛格集团有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书,2019-12-19,http://static.cninfo.com.cn/finalpage/2019-12-19/1207176207.PDF,[149015.SZ]19赛格01 : 深圳市赛格集团有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149016.SZ,19浙建01,2020-01-06,公司债,浙江省建设投资集团股份有限公司,149016,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149016&announcementId=1207182537&orgId=9900034411&announcementTime=2019-12-20,19浙建01 : 浙江省建设投资集团股份有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书（更正版）,2019-12-20,http://static.cninfo.com.cn/finalpage/2019-12-20/1207182537.PDF,[149016.SZ]19浙建01 : 浙江省建设投资集团股份有限公司2019年面向合格投资者公开发行公司债券（第一期）募集说明书（更正版）.pdf
149018.SZ,19穗湾01,2020-01-02,公司债,广州金融控股集团有限公司,149018,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149018&announcementId=1207182929&orgId=fzqy1029398&announcementTime=2019-12-23,19穗湾01 : 2 广州金融控股集团有限公司2019年面向合格投资者公开发行大湾区专项公司债券（第一期）募集说明书,2019-12-23,http://static.cninfo.com.cn/finalpage/2019-12-23/1207182929.PDF,[149018.SZ]19穗湾01 : 2 广州金融控股集团有限公司2019年面向合格投资者公开发行大湾区专项公司债券（第一期）募集说明书.pdf
149019.SZ,20冀峰01,2020-01-17,公司债,冀中能源峰峰集团有限公司,149019,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149019&announcementId=1207229223&orgId=9900005299&announcementTime=2020-01-06,20冀峰01 : 冀中能源峰峰集团有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-01-06,http://static.cninfo.com.cn/finalpage/2020-01-06/1207229223.PDF,[149019.SZ]20冀峰01 : 冀中能源峰峰集团有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149021.SZ,20恒大01,2020-01-16,公司债,恒大地产集团有限公司,149021,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149021&announcementId=1207218147&orgId=fzqy1032032&announcementTime=2020-01-03,20恒大01 : 恒大地产集团有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-01-03,http://static.cninfo.com.cn/finalpage/2020-01-03/1207218147.PDF,[149021.SZ]20恒大01 : 恒大地产集团有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149022.SZ,20深投01,2020-01-14,公司债,深圳市投资控股有限公司,149022,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149022&announcementId=1207219310&orgId=9900019690&announcementTime=2020-01-03,20深投01 : 深圳市投资控股有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-01-03,http://static.cninfo.com.cn/finalpage/2020-01-03/1207219310.PDF,[149022.SZ]20深投01 : 深圳市投资控股有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149023.SZ,20长源01,2020-01-17,公司债,国家能源集团长源电力股份有限公司,149023,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149023&announcementId=1207233068&orgId=gssz0000966&announcementTime=2020-01-07,20长源01 : 国电长源电力股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-01-07,http://static.cninfo.com.cn/finalpage/2020-01-07/1207233068.PDF,[149023.SZ]20长源01 : 国电长源电力股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149024.SZ,20太钢Y1,2020-01-17,公司债,太原钢铁(集团)有限公司,149024,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149024&announcementId=1207233101&orgId=9900005793&announcementTime=2020-01-07,20太钢Y1 : 太原钢铁（集团）有限公司2020年面向合格投资者公开发行可续期公司债券（第一期）募集说明书,2020-01-07,http://static.cninfo.com.cn/finalpage/2020-01-07/1207233101.PDF,[149024.SZ]20太钢Y1 : 太原钢铁（集团）有限公司2020年面向合格投资者公开发行可续期公司债券（第一期）募集说明书.pdf
149027.SZ,20荣安01,2020-02-14,公司债,荣安地产股份有限公司,149027,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149027&announcementId=1207235734&orgId=gssz0000517&announcementTime=2020-01-08,20荣安01 : 荣安地产股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-01-08,http://static.cninfo.com.cn/finalpage/2020-01-08/1207235734.PDF,[149027.SZ]20荣安01 : 荣安地产股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149028.SZ,20CATL01,2020-02-14,公司债,宁德时代新能源科技股份有限公司,149028,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149028&announcementId=1207240792&orgId=GD165627&announcementTime=2020-01-13,20CATL01 : 宁德时代新能源科技股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-01-13,http://static.cninfo.com.cn/finalpage/2020-01-13/1207240792.PDF,[149028.SZ]20CATL01 : 宁德时代新能源科技股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149029.SZ,20圆融S1,2020-02-03,公司债,厦门金圆投资集团有限公司,149029,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149029&announcementId=1207246204&orgId=fzqy1055662&announcementTime=2020-01-14,20圆融S1 : 厦门金圆投资集团有限公司2020年面向合格投资者公开发行创新创业公司债券（第一期）募集说明书,2020-01-14,http://static.cninfo.com.cn/finalpage/2020-01-14/1207246204.PDF,[149029.SZ]20圆融S1 : 厦门金圆投资集团有限公司2020年面向合格投资者公开发行创新创业公司债券（第一期）募集说明书.pdf
149030.SZ,20领益01,2020-02-21,公司债,领益科技(深圳)有限公司,149030,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149030&announcementId=1207250255&orgId=9900038257&announcementTime=2020-01-15,20领益01 : 领益科技（深圳）有限公司2020年公开发行公司债券（面向合格投资者）（第一期）募集说明书,2020-01-15,http://static.cninfo.com.cn/finalpage/2020-01-15/1207250255.PDF,[149030.SZ]20领益01 : 领益科技（深圳）有限公司2020年公开发行公司债券（面向合格投资者）（第一期）募集说明书.pdf
149033.SZ,20中证01,2020-02-12,公司债,中证信用增进股份有限公司,149033,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149033&announcementId=1207252614&orgId=9900002081&announcementTime=2020-01-16,20中证01 : 中证信用增进股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-01-16,http://static.cninfo.com.cn/finalpage/2020-01-16/1207252614.PDF,[149033.SZ]20中证01 : 中证信用增进股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149034.SZ,20中证02,2020-02-12,公司债,中证信用增进股份有限公司,149034,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149034&announcementId=1207252619&orgId=GD063910&announcementTime=2020-01-16,20中证02 : 中证信用增进股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-01-16,http://static.cninfo.com.cn/finalpage/2020-01-16/1207252619.PDF,[149034.SZ]20中证02 : 中证信用增进股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149035.SZ,20泛控01,2020-02-17,公司债,泛海控股股份有限公司,149035,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149035&announcementId=1207279956&orgId=gssz0000046&announcementTime=2020-01-22,20泛控01 : 泛海控股股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-01-22,http://static.cninfo.com.cn/finalpage/2020-01-22/1207279956.PDF,[149035.SZ]20泛控01 : 泛海控股股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149037.SZ,20金科01,2020-02-26,公司债,金科地产集团股份有限公司,149037,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149037&announcementId=1207307367&orgId=fzqy1031378&announcementTime=2020-02-17,20金科01 : 金科地产集团股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-02-17,http://static.cninfo.com.cn/finalpage/2020-02-17/1207307367.PDF,[149037.SZ]20金科01 : 金科地产集团股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149038.SZ,20金科02,2020-02-26,公司债,金科地产集团股份有限公司,149038,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149038&announcementId=1207307372&orgId=fzqy1031378&announcementTime=2020-02-17,20金科02 : 金科地产集团股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-02-17,http://static.cninfo.com.cn/finalpage/2020-02-17/1207307372.PDF,[149038.SZ]20金科02 : 金科地产集团股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149039.SZ,20国投Y1,2020-02-26,公司债,国家开发投资集团有限公司,149039,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149039&announcementId=1207307359&orgId=-&announcementTime=2020-02-17,20国投Y1 : 国家开发投资集团有限公司2020年面向合格投资者公开发行可续期公司债券（疫情防控债）（第一期）募集说明书,2020-02-17,http://static.cninfo.com.cn/finalpage/2020-02-17/1207307359.PDF,[149039.SZ]20国投Y1 : 国家开发投资集团有限公司2020年面向合格投资者公开发行可续期公司债券（疫情防控债）（第一期）募集说明书.pdf
149040.SZ,20深铁01,2020-02-28,公司债,深圳市地铁集团有限公司,149040,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149040&announcementId=1207309627&orgId=9900021785&announcementTime=2020-02-17,20深铁01 : 深圳市地铁集团有限公司2020年面向合格投资者公开发行公司债券（第一期）（疫情防控债）募集说明书,2020-02-17,http://static.cninfo.com.cn/finalpage/2020-02-17/1207309627.PDF,[149040.SZ]20深铁01 : 深圳市地铁集团有限公司2020年面向合格投资者公开发行公司债券（第一期）（疫情防控债）募集说明书.pdf
149045.SZ,20海普瑞,2020-03-04,公司债,深圳市海普瑞药业集团股份有限公司,149045,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149045&announcementId=1207319799&orgId=9900036682&announcementTime=2020-02-25,20海普瑞 : 深圳市海普瑞药业集团股份有限公司2020年面向合格投资者公开发行公司债券（疫情防控债）募集说明书,2020-02-25,http://static.cninfo.com.cn/finalpage/2020-02-25/1207319799.PDF,[149045.SZ]20海普瑞 : 深圳市海普瑞药业集团股份有限公司2020年面向合格投资者公开发行公司债券（疫情防控债）募集说明书.pdf
149046.SZ,20BOEY1,2020-03-12,公司债,京东方科技集团股份有限公司,149046,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149046&announcementId=1207320735&orgId=gssz0000725&announcementTime=2020-02-25,20BOEY1 : 京东方科技集团股份有限公司2020年公开发行可续期公司债券（面向合格投资者）（第一期）募集说明书,2020-02-25,http://static.cninfo.com.cn/finalpage/2020-02-25/1207320735.PDF,[149046.SZ]20BOEY1 : 京东方科技集团股份有限公司2020年公开发行可续期公司债券（面向合格投资者）（第一期）募集说明书.pdf
149047.SZ,20合力01,2020-03-06,公司债,合力泰科技股份有限公司,149047,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149047&announcementId=1207323194&orgId=9900004262&announcementTime=2020-02-26,20合力01 : 2020年面向合格投资者公开发行公司债券（第一期）（疫情防控债）募集说明书,2020-02-26,http://static.cninfo.com.cn/finalpage/2020-02-26/1207323194.PDF,[149047.SZ]20合力01 : 2020年面向合格投资者公开发行公司债券（第一期）（疫情防控债）募集说明书.pdf
149049.SZ,20火炬02,2020-03-16,公司债,厦门火炬集团有限公司,149049,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149049&announcementId=1207344524&orgId=GD025518&announcementTime=2020-03-05,20火炬02 : 厦门火炬集团有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-03-05,http://static.cninfo.com.cn/finalpage/2020-03-05/1207344524.PDF,[149049.SZ]20火炬02 : 厦门火炬集团有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
149051.SZ,20中南02,2020-03-16,公司债,江苏中南建设集团股份有限公司,149051,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149051&announcementId=1207338584&orgId=gssz0000961&announcementTime=2020-03-03,20中南02 : 江苏中南建设集团股份有限公司2020年面向合格投资者公开发行公司债券（第一期）（疫情防控债）募集说明书,2020-03-03,http://static.cninfo.com.cn/finalpage/2020-03-03/1207338584.PDF,[149051.SZ]20中南02 : 江苏中南建设集团股份有限公司2020年面向合格投资者公开发行公司债券（第一期）（疫情防控债）募集说明书.pdf
149052.SZ,20深铁G2,2020-03-23,公司债,深圳市地铁集团有限公司,149052,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149052&announcementId=1207347583&orgId=9900021785&announcementTime=2020-03-05,20深铁G2 : 深圳市地铁集团有限公司2020年面向合格投资者公开发行先行示范区绿色公司债券（第二期）募集说明书,2020-03-05,http://static.cninfo.com.cn/finalpage/2020-03-05/1207347583.PDF,[149052.SZ]20深铁G2 : 深圳市地铁集团有限公司2020年面向合格投资者公开发行先行示范区绿色公司债券（第二期）募集说明书.pdf
149053.SZ,20和佳S1,2020-03-18,公司债,珠海和佳医疗设备股份有限公司,149053,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149053&announcementId=1207347323&orgId=9900021098&announcementTime=2020-03-06,20和佳S1 : 珠海和佳医疗设备股份有限公司公开发行2020年创新创业公司债券（面向合格投资者）（第一期）募集说明书,2020-03-06,http://static.cninfo.com.cn/finalpage/2020-03-06/1207347323.PDF,[149053.SZ]20和佳S1 : 珠海和佳医疗设备股份有限公司公开发行2020年创新创业公司债券（面向合格投资者）（第一期）募集说明书.pdf
149054.SZ,20中联01,2020-03-20,公司债,中联重科股份有限公司,149054,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=149054&announcementId=1207350185&orgId=gssz0000157&announcementTime=2020-03-06,20中联01 : 中联重科股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书,2020-03-06,http://static.cninfo.com.cn/finalpage/2020-03-06/1207350185.PDF,[149054.SZ]20中联01 : 中联重科股份有限公司2020年面向合格投资者公开发行公司债券（第一期）募集说明书.pdf
