code,name,ipo_date,type,inst,codes,url,title,date,url1,filename
127308.SH,PR巴中债,2016-01-04,企业债,巴中市国有资本运营集团有限公司,127308,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127308&announcementId=1201885499&orgId=9900028541&announcementTime=2015-12-31,15巴国资 : 债券募集说明书,2015-12-31,http://static.cninfo.com.cn/finalpage/2015-12-31/1201885499.PDF,[127308.SH]15巴国资 : 债券募集说明书.pdf
127315.SH,15机场债,2016-01-07,企业债,海航机场集团有限公司,127315,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127315&announcementId=1201898174&orgId=9900031623&announcementTime=2016-01-06,15机场债 : 募集说明书,2016-01-06,http://static.cninfo.com.cn/finalpage/2016-01-06/1201898174.PDF,[127315.SH]15机场债 : 募集说明书.pdf
127351.SH,PR黔畅达,2016-01-11,企业债,黔东南州交通旅游建设投资(集团)有限责任公司,127351,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127351&announcementId=1201855201&orgId=9900031718&announcementTime=2015-12-23,15黔畅达专项债 : 募集说明书,2015-12-23,http://static.cninfo.com.cn/finalpage/2015-12-23/1201855201.PDF,[127351.SH]15黔畅达专项债 : 募集说明书.pdf
127331.SH,PR威海投,2016-01-11,企业债,威海蓝创建设投资有限公司,127331,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127331&announcementId=1201851464&orgId=9900031710&announcementTime=2015-12-21,15威海建投债 : 公司债券募集说明书,2015-12-21,http://static.cninfo.com.cn/finalpage/2015-12-21/1201851464.PDF,[127331.SH]15威海建投债 : 公司债券募集说明书.pdf
127263.SH,PR15沭阳,2016-01-14,企业债,沭阳金源资产经营有限公司,127263,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127263&announcementId=1201909456&orgId=9900024710&announcementTime=2016-01-13,15沭金源 : 2015年沭阳金源资产经营有限公司公司债券募集说明书,2016-01-13,http://static.cninfo.com.cn/finalpage/2016-01-13/1201909456.PDF,[127263.SH]15沭金源 : 2015年沭阳金源资产经营有限公司公司债券募集说明书.pdf
127348.SH,PR响水债,2016-01-14,企业债,响水县灌江控股集团有限公司,127348,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127348&announcementId=1201853626&orgId=9900031753&announcementTime=2015-12-22,15响水债 : 公司债券募集说明书,2015-12-22,http://static.cninfo.com.cn/finalpage/2015-12-22/1201853626.PDF,[127348.SH]15响水债 : 公司债券募集说明书.pdf
127328.SH,PR长轨03,2016-01-14,企业债,长沙市轨道交通集团有限公司,127328,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127328&announcementId=1201855426&orgId=9900026180&announcementTime=2015-12-23,15长沙轨道债03 : 募集说明书,2015-12-23,http://static.cninfo.com.cn/finalpage/2015-12-23/1201855426.PDF,[127328.SH]15长沙轨道债03 : 募集说明书.pdf
127310.SH,PR海城改,2016-01-14,企业债,海安城市动迁改造有限公司,127310,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127310&announcementId=1201909442&orgId=9900031565&announcementTime=2016-01-13,15海城改 : 2015年海安城市动迁改造有限公司公司债券募集说明书,2016-01-13,http://static.cninfo.com.cn/finalpage/2016-01-13/1201909442.PDF,[127310.SH]15海城改 : 2015年海安城市动迁改造有限公司公司债券募集说明书.pdf
127274.SH,PR铜城投,2016-01-15,企业债,徐州市铜山区城市建设投资有限责任公司,127274,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127274&announcementId=1201917712&orgId=9900026983&announcementTime=2016-01-14,15铜城投 : 募集说明书,2016-01-14,http://static.cninfo.com.cn/finalpage/2016-01-14/1201917712.PDF,[127274.SH]15铜城投 : 募集说明书.pdf
127335.SH,PR昌乐债,2016-01-22,企业债,昌乐县新城发展有限公司,127335,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127335&announcementId=1201934503&orgId=9900031696&announcementTime=2016-01-21,15昌乐债 : 公司债券募集说明书,2016-01-21,http://static.cninfo.com.cn/finalpage/2016-01-21/1201934503.PDF,[127335.SH]15昌乐债 : 公司债券募集说明书.pdf
127356.SH,PR常德债,2016-01-26,企业债,常德市城市建设投资集团有限公司,127356,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127356&announcementId=1201889247&orgId=9900014952&announcementTime=2016-01-04,16常德城投债 : 公司债券募集说明书,2016-01-04,http://static.cninfo.com.cn/finalpage/2016-01-04/1201889247.PDF,[127356.SH]16常德城投债 : 公司债券募集说明书.pdf
127358.SH,PR平阳债,2016-01-29,企业债,平阳县国资发展有限公司,127358,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127358&announcementId=1201885735&orgId=9900031848&announcementTime=2015-12-31,16平阳债 : 募集说明书,2015-12-31,http://static.cninfo.com.cn/finalpage/2015-12-31/1201885735.PDF,[127358.SH]16平阳债 : 募集说明书.pdf
127381.SH,PR仪征发,2016-01-29,企业债,仪征市城市发展投资控股集团有限公司,127381,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127381&announcementId=1201953393&orgId=9900022858&announcementTime=2016-01-28,16仪征债 : 募集说明书,2016-01-28,http://static.cninfo.com.cn/finalpage/2016-01-28/1201953393.PDF,[127381.SH]16仪征债 : 募集说明书.pdf
127341.SH,PR正棚改,2016-02-01,企业债,石家庄滹沱新区投资开发有限公司,127341,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127341&announcementId=1201909514&orgId=-&announcementTime=2016-01-12,15正定棚改项目债 : 2015年石家庄正定新区棚户区改造常山社区一期项目收益债券募集说明书,2016-01-12,http://static.cninfo.com.cn/finalpage/2016-01-12/1201909514.PDF,[127341.SH]15正定棚改项目债 : 2015年石家庄正定新区棚户区改造常山社区一期项目收益债券募集说明书.pdf
127362.SH,16闽投01,2016-02-02,企业债,福建省投资开发集团有限责任公司,127362,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127362&announcementId=1201898362&orgId=9900016088&announcementTime=2016-01-06,16闽投01 : 募集说明书,2016-01-06,http://static.cninfo.com.cn/finalpage/2016-01-06/1201898362.PDF,[127362.SH]16闽投01 : 募集说明书.pdf
127353.SH,PR渝缙云,2016-02-15,企业债,重庆缙云资产经营(集团)有限公司,127353,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127353&announcementId=1201980183&orgId=9900022882&announcementTime=2016-02-05,15渝缙云 : 公司债券募集说明书,2016-02-05,http://static.cninfo.com.cn/finalpage/2016-02-05/1201980183.PDF,[127353.SH]15渝缙云 : 公司债券募集说明书.pdf
127383.SH,PR宁乡债,2016-02-18,企业债,宁乡经济技术开发区建设投资有限公司,127383,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127383&announcementId=1201936570&orgId=9900028435&announcementTime=2016-01-19,16宁乡经开债 : 募集说明书,2016-01-19,http://static.cninfo.com.cn/finalpage/2016-01-19/1201936570.PDF,[127383.SH]16宁乡经开债 : 募集说明书.pdf
127314.SH,PR睢润企,2016-02-19,企业债,睢宁县润企投资有限公司,127314,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127314&announcementId=1201986900&orgId=9900028919&announcementTime=2016-02-18,15睢润企 : 募集说明书,2016-02-18,http://static.cninfo.com.cn/finalpage/2016-02-18/1201986900.PDF,[127314.SH]15睢润企 : 募集说明书.pdf
127279.SH,PR浏新城,2016-02-19,企业债,湖南金阳新城建设发展集团有限公司,127279,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127279&announcementId=1201986892&orgId=9900031320&announcementTime=2016-02-18,15浏新城 : 债券募集说明书,2016-02-18,http://static.cninfo.com.cn/finalpage/2016-02-18/1201986892.PDF,[127279.SH]15浏新城 : 债券募集说明书.pdf
127387.SH,PR雨花债,2016-02-19,企业债,长沙市雨花城市建设投资集团有限公司,127387,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127387&announcementId=1201934559&orgId=9900028463&announcementTime=2016-01-20,16雨花城投债 : 募集说明书,2016-01-20,http://static.cninfo.com.cn/finalpage/2016-01-20/1201934559.PDF,[127387.SH]16雨花城投债 : 募集说明书.pdf
127317.SH,PR平崆旅,2016-02-22,企业债,平凉文化旅游产业投资集团有限责任公司,127317,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127317&announcementId=1201989050&orgId=9900031577&announcementTime=2016-02-19,15平崆旅 : 募集说明书,2016-02-19,http://static.cninfo.com.cn/finalpage/2016-02-19/1201989050.PDF,[127317.SH]15平崆旅 : 募集说明书.pdf
127338.SH,PR宜高投,2016-02-22,企业债,宜昌高新投资开发有限公司,127338,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127338&announcementId=1201989056&orgId=9900031688&announcementTime=2016-02-19,15宜高投 : 募集说明书,2016-02-19,http://static.cninfo.com.cn/finalpage/2016-02-19/1201989056.PDF,[127338.SH]15宜高投 : 募集说明书.pdf
127067.SH,PR遵经债,2016-02-23,企业债,遵义经济技术开发区投资建设有限公司,127067,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127067&announcementId=1201991723&orgId=9900031948&announcementTime=2016-02-22,16遵经债 : 募集说明书,2016-02-22,http://static.cninfo.com.cn/finalpage/2016-02-22/1201991723.PDF,[127067.SH]16遵经债 : 募集说明书.pdf
123031.SH,PR温城01,2016-02-24,企业债,温州市城市建设发展集团有限公司,123031,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=123031&announcementId=1201934523&orgId=9900031952&announcementTime=2016-01-20,16温城专项债01 : 募集说明书,2016-01-20,http://static.cninfo.com.cn/finalpage/2016-01-20/1201934523.PDF,[123031.SH]16温城专项债01 : 募集说明书.pdf
127355.SH,PR凯投01,2016-02-24,企业债,贵州省凯里城镇建设投资有限公司,127355,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127355&announcementId=1201993384&orgId=9900027807&announcementTime=2016-02-23,15黔投01 : 公司债券募集说明书,2016-02-23,http://static.cninfo.com.cn/finalpage/2016-02-23/1201993384.PDF,[127355.SH]15黔投01 : 公司债券募集说明书.pdf
127345.SH,PR盐高新,2016-02-24,企业债,盐城高新区投资集团有限公司,127345,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127345&announcementId=1201993387&orgId=9900031679&announcementTime=2016-02-23,15盐高新 : 公司债券募集说明书,2016-02-23,http://static.cninfo.com.cn/finalpage/2016-02-23/1201993387.PDF,[127345.SH]15盐高新 : 公司债券募集说明书.pdf
127367.SH,PR沪城建,2016-02-29,企业债,上海城建(集团)有限公司,127367,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127367&announcementId=1202006564&orgId=9900009067&announcementTime=2016-02-26,15沪城建 : 募集说明书,2016-02-26,http://static.cninfo.com.cn/finalpage/2016-02-26/1202006564.PDF,[127367.SH]15沪城建 : 募集说明书.pdf
127360.SH,PR兴义债,2016-03-07,企业债,兴义市信恒城市建设投资有限公司,127360,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127360&announcementId=1202026146&orgId=9900031694&announcementTime=2016-03-04,15兴义债 : 募集说明书,2016-03-04,http://static.cninfo.com.cn/finalpage/2016-03-04/1202026146.PDF,[127360.SH]15兴义债 : 募集说明书.pdf
127385.SH,PR兴资债,2016-03-09,企业债,资中县兴资投资开发集团有限责任公司,127385,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127385&announcementId=1202031192&orgId=9900031895&announcementTime=2016-03-08,16兴资债 : 公司债券募集说明书,2016-03-08,http://static.cninfo.com.cn/finalpage/2016-03-08/1202031192.PDF,[127385.SH]16兴资债 : 公司债券募集说明书.pdf
127380.SH,PR阿勒泰,2016-03-10,企业债,阿勒泰地区国有资产投资经营有限公司,127380,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127380&announcementId=1202034550&orgId=9900031947&announcementTime=2016-03-09,16阿勒泰 : 募集说明书,2016-03-09,http://static.cninfo.com.cn/finalpage/2016-03-09/1202034550.PDF,[127380.SH]16阿勒泰 : 募集说明书.pdf
127377.SH,PR黄冈债,2016-03-14,企业债,黄冈市城市建设投资有限公司,127377,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127377&announcementId=1201917977&orgId=9900024455&announcementTime=2016-01-14,16黄冈城投债 : 公司债券募集说明书,2016-01-14,http://static.cninfo.com.cn/finalpage/2016-01-14/1201917977.PDF,[127377.SH]16黄冈城投债 : 公司债券募集说明书.pdf
127386.SH,PR丹投资,2016-03-16,企业债,丹阳投资集团有限公司,127386,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127386&announcementId=1202049142&orgId=9900007347&announcementTime=2016-03-15,16丹投债 : 募集说明书,2016-03-15,http://static.cninfo.com.cn/finalpage/2016-03-15/1202049142.PDF,[127386.SH]16丹投债 : 募集说明书.pdf
127347.SH,15昆水务,2016-03-16,企业债,昆明滇池水务股份有限公司,127347,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127347&announcementId=1201855427&orgId=9900031762&announcementTime=2015-12-23,15滇池水务债 : 募集说明书,2015-12-23,http://static.cninfo.com.cn/finalpage/2015-12-23/1201855427.PDF,[127347.SH]15滇池水务债 : 募集说明书.pdf
127272.SH,PR高邮债,2016-03-17,企业债,高邮市建设投资发展集团有限公司,127272,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127272&announcementId=1202052618&orgId=9900031151&announcementTime=2016-03-16,15高邮债 : 募集说明书,2016-03-16,http://static.cninfo.com.cn/finalpage/2016-03-16/1202052618.PDF,[127272.SH]15高邮债 : 募集说明书.pdf
127374.SH,PR六盘水,2016-03-17,企业债,六盘水市开发投资有限公司,127374,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127374&announcementId=1202052605&orgId=9900024707&announcementTime=2016-03-16,16六盘水 : 募集说明书,2016-03-16,http://static.cninfo.com.cn/finalpage/2016-03-16/1202052605.PDF,[127374.SH]16六盘水 : 募集说明书.pdf
123032.SH,16穗铁01,2016-03-21,企业债,广州地铁集团有限公司,123032,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=123032&announcementId=1202059940&orgId=9900031966&announcementTime=2016-03-18,16穗铁01 : 募集说明书,2016-03-18,http://static.cninfo.com.cn/finalpage/2016-03-18/1202059940.PDF,[123032.SH]16穗铁01 : 募集说明书.pdf
127384.SH,PR开福01,2016-03-22,企业债,长沙开福城市建设投资有限公司,127384,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127384&announcementId=1202065714&orgId=9900031940&announcementTime=2016-03-21,16开福01 : 募集说明书,2016-03-21,http://static.cninfo.com.cn/finalpage/2016-03-21/1202065714.PDF,[127384.SH]16开福01 : 募集说明书.pdf
139007.SH,PR富春债,2016-03-23,企业债,杭州富阳开发区建设投资集团有限公司,139007,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139007&announcementId=1202068534&orgId=9900028555&announcementTime=2016-03-22,16富春债 : 募集说明书,2016-03-22,http://static.cninfo.com.cn/finalpage/2016-03-22/1202068534.PDF,[139007.SH]16富春债 : 募集说明书.pdf
139018.SH,PR嘉建投,2016-03-23,企业债,嘉鱼县城镇建设投资有限公司,139018,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139018&announcementId=1202068532&orgId=9900031926&announcementTime=2016-03-22,16嘉建投 : 债券募集说明书,2016-03-22,http://static.cninfo.com.cn/finalpage/2016-03-22/1202068532.PDF,[139018.SH]16嘉建投 : 债券募集说明书.pdf
139005.SH,PR郴福城,2016-03-23,企业债,郴州福城高新投资有限公司,139005,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139005&announcementId=1202068528&orgId=9900031944&announcementTime=2016-03-22,16郴福城 : 募集说明书,2016-03-22,http://static.cninfo.com.cn/finalpage/2016-03-22/1202068528.PDF,[139005.SH]16郴福城 : 募集说明书.pdf
139001.SH,PR襄经开,2016-03-23,企业债,襄阳东津国有资本投资集团有限公司,139001,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139001&announcementId=1202068533&orgId=9900031951&announcementTime=2016-03-22,16襄经开 : 募集说明书,2016-03-22,http://static.cninfo.com.cn/finalpage/2016-03-22/1202068533.PDF,[139001.SH]16襄经开 : 募集说明书.pdf
139017.SH,PR四国资,2016-03-23,企业债,四会市国有资产经营有限公司,139017,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139017&announcementId=1202068526&orgId=9900031870&announcementTime=2016-03-22,16四国资 : 募集说明书,2016-03-22,http://static.cninfo.com.cn/finalpage/2016-03-22/1202068526.PDF,[139017.SH]16四国资 : 募集说明书.pdf
127372.SH,PR大理债,2016-03-23,企业债,大理海东开发投资集团有限公司,127372,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127372&announcementId=1202068511&orgId=9900031959&announcementTime=2016-03-22,16大理债 : 募集说明书,2016-03-22,http://static.cninfo.com.cn/finalpage/2016-03-22/1202068511.PDF,[127372.SH]16大理债 : 募集说明书.pdf
139004.SH,PR浏产专,2016-03-24,企业债,浏阳现代制造产业建设投资开发有限公司,139004,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139004&announcementId=1202073074&orgId=9900031936&announcementTime=2016-03-23,16浏产专 : 募集说明书,2016-03-23,http://static.cninfo.com.cn/finalpage/2016-03-23/1202073074.PDF,[139004.SH]16浏产专 : 募集说明书.pdf
139012.SH,PR沣东债,2016-03-24,企业债,西安沣东发展集团有限公司,139012,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139012&announcementId=1202045580&orgId=9900031854&announcementTime=2016-03-14,15沣东债 : 募集说明书,2016-03-14,http://static.cninfo.com.cn/finalpage/2016-03-14/1202045580.PDF,[139012.SH]15沣东债 : 募集说明书.pdf
139021.SH,PR瑞安债,2016-03-24,企业债,瑞安市国有资产投资集团有限公司,139021,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139021&announcementId=1202073096&orgId=9900024668&announcementTime=2016-03-23,16瑞安债 : 募集说明书,2016-03-23,http://static.cninfo.com.cn/finalpage/2016-03-23/1202073096.PDF,[139021.SH]16瑞安债 : 募集说明书.pdf
127398.SH,PR威海债,2016-03-24,企业债,威海城市投资集团有限公司,127398,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127398&announcementId=1202073067&orgId=9900032184&announcementTime=2016-03-23,16威海债 : 募集说明书,2016-03-23,http://static.cninfo.com.cn/finalpage/2016-03-23/1202073067.PDF,[127398.SH]16威海债 : 募集说明书.pdf
139020.SH,PR郴新天,2016-03-24,企业债,郴州市新天投资有限公司,139020,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139020&announcementId=1202009605&orgId=9900026867&announcementTime=2016-02-29,16新天专项债 : 募集说明书,2016-02-29,http://static.cninfo.com.cn/finalpage/2016-02-29/1202009605.PDF,[139020.SH]16新天专项债 : 募集说明书.pdf
127364.SH,PR潼南债,2016-03-24,企业债,重庆市潼南区城市建设投资(集团)有限公司,127364,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127364&announcementId=1202073094&orgId=9900031796&announcementTime=2016-03-23,15潼南债 : 债券募集说明书,2016-03-23,http://static.cninfo.com.cn/finalpage/2016-03-23/1202073094.PDF,[127364.SH]15潼南债 : 债券募集说明书.pdf
139013.SH,PR娄锑都,2016-03-24,企业债,娄底锑都投资发展有限公司,139013,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139013&announcementId=1202045582&orgId=9900029298&announcementTime=2016-03-14,16娄底锑都债 : 募集说明书,2016-03-14,http://static.cninfo.com.cn/finalpage/2016-03-14/1202045582.PDF,[139013.SH]16娄底锑都债 : 募集说明书.pdf
139015.SH,PR新密财,2016-03-24,企业债,新密市财源投资集团有限公司,139015,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139015&announcementId=1202073070&orgId=9900029364&announcementTime=2016-03-23,16新密债 : 募集说明书,2016-03-23,http://static.cninfo.com.cn/finalpage/2016-03-23/1202073070.PDF,[139015.SH]16新密债 : 募集说明书.pdf
139019.SH,PR常鼎力,2016-03-24,企业债,常德鼎力投资开发有限公司,139019,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139019&announcementId=1202019302&orgId=-&announcementTime=2016-03-02,16鼎力专项 : 募集说明书,2016-03-02,http://static.cninfo.com.cn/finalpage/2016-03-02/1202019302.PDF,[139019.SH]16鼎力专项 : 募集说明书.pdf
127344.SH,PR仁发债,2016-03-25,企业债,仁寿发展投资集团有限公司,127344,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127344&announcementId=1202079719&orgId=9900029339&announcementTime=2016-03-24,15仁寿债 : 募集说明书,2016-03-24,http://static.cninfo.com.cn/finalpage/2016-03-24/1202079719.PDF,[127344.SH]15仁寿债 : 募集说明书.pdf
127363.SH,PR新沂投,2016-03-25,企业债,新沂市城市投资发展集团有限公司,127363,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127363&announcementId=1202079725&orgId=9900027310&announcementTime=2016-03-24,16新沂债 : 募集说明书,2016-03-24,http://static.cninfo.com.cn/finalpage/2016-03-24/1202079725.PDF,[127363.SH]16新沂债 : 募集说明书.pdf
127390.SH,PR芙蓉债,2016-03-25,企业债,长沙市芙蓉城市建设投资集团有限公司,127390,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127390&announcementId=1202079714&orgId=9900031984&announcementTime=2016-03-24,16芙蓉债 : 募集说明书,2016-03-24,http://static.cninfo.com.cn/finalpage/2016-03-24/1202079714.PDF,[127390.SH]16芙蓉债 : 募集说明书.pdf
139011.SH,PR观投01,2016-03-28,企业债,贵阳观山湖投资(集团)有限公司,139011,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139011&announcementId=1202086080&orgId=9900032029&announcementTime=2016-03-25,16观投01 : 募集说明书,2016-03-25,http://static.cninfo.com.cn/finalpage/2016-03-25/1202086080.PDF,[139011.SH]16观投01 : 募集说明书.pdf
139034.SH,PR湘天易,2016-03-29,企业债,湖南天易集团有限公司,139034,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139034&announcementId=1202045558&orgId=9900027837&announcementTime=2016-03-14,16天易专项债 : 募集说明书,2016-03-14,http://static.cninfo.com.cn/finalpage/2016-03-14/1202045558.PDF,[139034.SH]16天易专项债 : 募集说明书.pdf
127337.SH,PR潜城债,2016-03-29,企业债,潜江市城市建设投资开发有限公司,127337,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127337&announcementId=1201855430&orgId=9900028479&announcementTime=2015-12-23,15潜江城投债 : 募集说明书,2015-12-23,http://static.cninfo.com.cn/finalpage/2015-12-23/1201855430.PDF,[127337.SH]15潜江城投债 : 募集说明书.pdf
139003.SH,PR高密债,2016-03-29,企业债,高密市国有资产经营投资有限公司,139003,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139003&announcementId=1202095306&orgId=9900019667&announcementTime=2016-03-28,16高密债 : 募集说明书,2016-03-28,http://static.cninfo.com.cn/finalpage/2016-03-28/1202095306.PDF,[139003.SH]16高密债 : 募集说明书.pdf
127395.SH,PR吉城建,2016-03-30,企业债,吉林市城市建设控股集团有限公司,127395,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127395&announcementId=1202105446&orgId=9900018987&announcementTime=2016-03-29,16吉城建 : 债券募集说明书,2016-03-29,http://static.cninfo.com.cn/finalpage/2016-03-29/1202105446.PDF,[127395.SH]16吉城建 : 债券募集说明书.pdf
127330.SH,PR和济投,2016-04-01,企业债,江西和济投资有限公司,127330,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127330&announcementId=1202130869&orgId=9900024196&announcementTime=2016-03-31,15赣和济 : 募集说明书,2016-03-31,http://static.cninfo.com.cn/finalpage/2016-03-31/1202130869.PDF,[127330.SH]15赣和济 : 募集说明书.pdf
127342.SH,PR内双创,2016-04-01,企业债,内江建工集团有限责任公司,127342,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127342&announcementId=1202130856&orgId=9900031755&announcementTime=2016-03-31,15内双创 : 募集说明书,2016-03-31,http://static.cninfo.com.cn/finalpage/2016-03-31/1202130856.PDF,[127342.SH]15内双创 : 募集说明书.pdf
127400.SH,16广晟01,2016-04-05,企业债,广东省广晟控股集团有限公司,127400,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127400&announcementId=1202031156&orgId=9900005803&announcementTime=2016-03-08,16广晟债01 : 债券募集说明书,2016-03-08,http://static.cninfo.com.cn/finalpage/2016-03-08/1202031156.PDF,[127400.SH]16广晟债01 : 债券募集说明书.pdf
139027.SH,PR建安债,2016-04-05,企业债,建安投资控股集团有限公司,139027,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139027&announcementId=1202045664&orgId=9900029792&announcementTime=2016-03-14,16建安债 : 募集说明书,2016-03-14,http://static.cninfo.com.cn/finalpage/2016-03-14/1202045664.PDF,[139027.SH]16建安债 : 募集说明书.pdf
139031.SH,PR百福债,2016-04-05,企业债,郴州市百福投资集团有限公司,139031,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139031&announcementId=1202045689&orgId=-&announcementTime=2016-03-14,16百福专项债 : 募集说明书,2016-03-14,http://static.cninfo.com.cn/finalpage/2016-03-14/1202045689.PDF,[139031.SH]16百福专项债 : 募集说明书.pdf
127373.SH,PR枝江01,2016-04-05,企业债,枝江市国有资产经营中心,127373,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127373&announcementId=1202138287&orgId=9900031862&announcementTime=2016-04-01,16枝江01 : 募集说明书,2016-04-01,http://static.cninfo.com.cn/finalpage/2016-04-01/1202138287.PDF,[127373.SH]16枝江01 : 募集说明书.pdf
139022.SH,PR观投02,2016-04-05,企业债,贵阳观山湖投资(集团)有限公司,139022,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139022&announcementId=1202138299&orgId=9900032029&announcementTime=2016-04-01,16观投02 : 募集说明书,2016-04-01,http://static.cninfo.com.cn/finalpage/2016-04-01/1202138299.PDF,[139022.SH]16观投02 : 募集说明书.pdf
127408.SH,PR港经开,2016-04-06,企业债,张家港经开区控股集团有限公司,127408,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127408&announcementId=1202143415&orgId=GD028882&announcementTime=2016-04-05,16张经开 : 募集说明书,2016-04-05,http://static.cninfo.com.cn/finalpage/2016-04-05/1202143415.PDF,[127408.SH]16张经开 : 募集说明书.pdf
139014.SH,PR普湾债,2016-04-06,企业债,大连时泰城市建设发展有限公司,139014,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139014&announcementId=1202143430&orgId=9900027839&announcementTime=2016-04-05,16普湾债 : 募集说明书,2016-04-05,http://static.cninfo.com.cn/finalpage/2016-04-05/1202143430.PDF,[139014.SH]16普湾债 : 募集说明书.pdf
139032.SH,PR广元债,2016-04-06,企业债,广元市园区建设投资有限公司,139032,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=139032&announcementId=1202143394&orgId=9900025535&announcementTime=2016-04-05,16广元债 : 募集说明书,2016-04-05,http://static.cninfo.com.cn/finalpage/2016-04-05/1202143394.PDF,[139032.SH]16广元债 : 募集说明书.pdf
127401.SH,PR铜建专,2016-04-06,企业债,铜陵市建设投资控股有限责任公司,127401,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127401&announcementId=1202031206&orgId=9900022695&announcementTime=2016-03-08,16铜建专项债 : 募集说明书,2016-03-08,http://static.cninfo.com.cn/finalpage/2016-03-08/1202031206.PDF,[127401.SH]16铜建专项债 : 募集说明书.pdf
127399.SH,16鲁信债,2016-04-07,企业债,山东省鲁信投资控股集团有限公司,127399,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127399&announcementId=1202148222&orgId=GD009338&announcementTime=2016-04-06,16鲁信债 : 募集说明书,2016-04-06,http://static.cninfo.com.cn/finalpage/2016-04-06/1202148222.PDF,[127399.SH]16鲁信债 : 募集说明书.pdf
