code,name,ipo_date,type,inst
179500.SH,GJ金华A3,2021/3/4,资产支持证券,金华市公交集团有限公司
179501.SH,GJ金华A4,2021/3/4,资产支持证券,金华市公交集团有限公司
179502.SH,GJ金华A5,2021/3/4,资产支持证券,金华市公交集团有限公司
179503.SH,GJ金华A6,2021/3/4,资产支持证券,金华市公交集团有限公司
179504.SH,GJ金华A7,2021/3/4,资产支持证券,金华市公交集团有限公司
179505.SH,GJ金华次,2021/3/4,资产支持证券,金华市公交集团有限公司
149384.SZ,21深铁G1,2021/3/8,公司债,深圳市地铁集团有限公司
175791.SH,GC京投01,2021/3/8,公司债,北京市基础设施投资有限公司
175797.SH,GC三峡01,2021/3/9,公司债,中国长江三峡集团有限公司
152720.SH,G21临川,2021/3/10,企业债,抚州市临川区城镇建设开发投资有限公司
2180066.IB,21武铁绿色可续期债01,2021/3/10,企业债,武汉地铁集团有限公司
132100015.IB,21重庆轨交GN001,2021/3/10,中期票据,重庆市轨道交通(集团)有限公司
082100165.IB,21国网租赁ABN001次,2021/3/11,资产支持证券,国网国际融资租赁有限公司
175801.SH,GC华电01,2021/3/11,公司债,中国华电集团有限公司
175807.SH,GC华电02,2021/3/11,公司债,中国华电集团有限公司
139466.SH,G21武Y1,2021/3/12,企业债,武汉地铁集团有限公司
132100016.IB,21苏高新GN001,2021/3/12,中期票据,苏州苏高新集团有限公司
149400.SZ,21广能G1,2021/3/15,公司债,广西广投能源集团有限公司
177942.SH,G21鑫海1,2021/3/16,公司债,荣成市鑫海投资有限公司
175805.SH,G21新Y1,2021/3/16,公司债,新天绿色能源股份有限公司
132100017.IB,21重庆轨交GN002,2021/3/16,中期票据,重庆市轨道交通(集团)有限公司
149399.SZ,21珠华G1,2021/3/17,公司债,珠海华发集团有限公司
132100018.IB,21武汉碧水GN001,2021/3/23,中期票据,武汉碧水集团有限公司
2180057.IB,21景城投绿色债01,2021/3/24,企业债,景德镇市城市建设投资集团有限责任公司
178087.SH,G21汇兴1,2021/3/24,公司债,泸州汇兴投资集团有限公司
178107.SH,G21宁经1,2021/3/24,公司债,宁乡经济技术开发区建设投资有限公司
082100225.IB,21广州公交ABN001优先,2021/3/25,资产支持证券,广州市公共交通集团有限公司
082100226.IB,21广州公交ABN001次,2021/3/25,资产支持证券,广州市公共交通集团有限公司
132100019.IB,21电网GN001,2021/3/25,中期票据,国家电网有限公司
132100020.IB,21国电GN001,2021/3/26,中期票据,国电电力发展股份有限公司
152795.SH,G21景城1,2021/3/29,企业债,景德镇市城市建设投资集团有限责任公司
2180081.IB,21新庐陵绿色债,2021/3/29,企业债,吉安市新庐陵投资发展有限公司
082100218.IB,21南京公交ABN001优先02,2021/3/29,资产支持证券,南京公共交通(集团)有限公司
082100219.IB,21南京公交ABN001优先03,2021/3/29,资产支持证券,南京公共交通(集团)有限公司
082100220.IB,21南京公交ABN001次,2021/3/29,资产支持证券,南京公共交通(集团)有限公司
082100221.IB,21徐州公交ABN001优先,2021/3/29,资产支持证券,徐州市公共交通集团有限公司
082100222.IB,21徐州公交ABN001次,2021/3/29,资产支持证券,徐州市公共交通集团有限公司
132100021.IB,21电网GN002,2021/3/29,中期票据,国家电网有限公司
178206.SH,G21临沂1,2021/3/30,公司债,临沂投资发展集团有限公司
178136.SH,G21绍滨1,2021/3/31,公司债,绍兴滨海新区发展集团有限公司
132100025.IB,21电网GN003,2021/3/31,中期票据,国家电网有限公司
132100026.IB,21福新能源GN001,2021/3/31,中期票据,福建华电福瑞能源发展有限公司
082100238.IB,21三峡新能ABN001,2021/4/1,资产支持证券,中国三峡新能源(集团)股份有限公司
178185.SH,G21嵊交1,2021/4/1,公司债,嵊州市交通投资发展集团有限公司
132100027.IB,21华能集GN001,2021/4/1,中期票据,中国华能集团有限公司
152785.SH,G21新庐1,2021/4/2,企业债,吉安市新庐陵投资发展有限公司
2180089.IB,21常鼎绿色债01,2021/4/2,企业债,常德市鼎城江南新城建设投资开发有限公司
2180095.IB,21金牛环绿债01,2021/4/2,企业债,成都市金牛环境投资发展集团有限公司
152794.SH,G21常鼎1,2021/4/6,企业债,常德市鼎城江南新城建设投资开发有限公司
082100251.IB,21宜春国投ABN001优先01,2021/4/6,资产支持证券,宜春市国有资本投资运营集团有限公司
082100252.IB,21宜春国投ABN001优先02,2021/4/6,资产支持证券,宜春市国有资本投资运营集团有限公司
082100253.IB,21宜春国投ABN001优先03,2021/4/6,资产支持证券,宜春市国有资本投资运营集团有限公司
082100254.IB,21宜春国投ABN001次,2021/4/6,资产支持证券,宜春市国有资本投资运营集团有限公司
175793.SH,GC钢联01,2021/4/7,公司债,内蒙古包钢钢联股份有限公司
132100029.IB,21中石集GN001,2021/4/7,中期票据,中国石油化工集团有限公司
152799.SH,G21环投,2021/4/8,企业债,成都市金牛环境投资发展集团有限公司
178062.SH,G21建湖1,2021/4/8,公司债,建湖县城市建设投资集团有限公司
132100028.IB,21沈阳地铁GN001,2021/4/9,中期票据,沈阳地铁集团有限公司
175935.SH,GC机场01,2021/4/12,公司债,首都机场集团有限公司
102100673.IB,21知识城MTN001(碳中和债),2021/4/13,中期票据,知识城(广州)投资集团有限公司
132100032.IB,21华发集团GN001(碳中和债),2021/4/13,中期票据,珠海华发集团有限公司
2180109.IB,21南京地铁绿色债01,2021/4/15,企业债,南京地铁集团有限公司
132100034.IB,21雅砻江GN002(碳中和债),2021/4/15,中期票据,雅砻江流域水电开发有限公司
149447.SZ,21川机G1,2021/4/16,公司债,四川省机场集团有限公司
175951.SH,GC雅砻01,2021/4/16,公司债,雅砻江流域水电开发有限公司
152811.SH,G21宁铁1,2021/4/19,企业债,南京地铁集团有限公司
2180114.IB,21上虞绿色债01,2021/4/19,企业债,绍兴市上虞区国有资本投资运营有限公司
132100035.IB,21华能GN002(碳中和债),2021/4/19,中期票据,华能国际电力股份有限公司
132100036.IB,21金融城建GN001(碳中和债),2021/4/19,中期票据,南京金融城建设发展股份有限公司
132100037.IB,21巨石GN001,2021/4/20,中期票据,中国巨石股份有限公司
178399.SH,G21万盛1,2021/4/21,公司债,重庆市万盛经济技术开发区开发投资集团有限公司
152812.SH,G21虞资1,2021/4/22,企业债,绍兴市上虞区国有资本投资运营有限公司
114976.SZ,21江科GK,2021/4/22,公司债,南京江北新区科技投资集团有限公司
2180136.IB,21港绿01,2021/4/23,企业债,珠海港控股集团有限公司
132100038.IB,21江铜GN001(碳中和债),2021/4/23,中期票据,江西铜业集团有限公司
132100039.IB,21嘉兴滨海GN002(乡村振兴),2021/4/25,中期票据,嘉兴滨海控股集团有限公司
132100040.IB,21南京地铁GN001(碳中和债),2021/4/27,中期票据,南京地铁集团有限公司
2180134.IB,21广东能源债01,2021/4/28,企业债,广东省能源集团有限公司
175979.SH,G21深高1,2021/4/28,公司债,深圳高速公路集团股份有限公司
132100044.IB,21川能投GN001(权益出资),2021/4/28,中期票据,四川省能源投资集团有限责任公司
132100045.IB,21紫金矿业GN001(碳中和债),2021/4/28,中期票据,紫金矿业集团股份有限公司
139469.SH,G21港Y1,2021/4/30,企业债,珠海港控股集团有限公司
149466.SZ,21顺丰G1,2021/4/30,公司债,深圳顺丰泰森控股(集团)有限公司
2180172.IB,21武汉地铁绿色债01,2021/5/6,企业债,武汉地铁集团有限公司
102100929.IB,21苏科技城MTN001(绿色),2021/5/6,中期票据,苏州科技城发展集团有限公司
2180195.IB,21武汉地铁绿色债02,2021/5/7,企业债,武汉地铁集团有限公司
132100049.IB,21中节能GN001,2021/5/7,中期票据,中国节能环保集团有限公司
178483.SH,G21扬易,2021/5/10,公司债,扬州易盛德产业发展有限公司
152858.SH,G21武铁1,2021/5/11,企业债,武汉地铁集团有限公司
132100050.IB,21国电GN002(可持续挂钩),2021/5/11,中期票据,国电电力发展股份有限公司
114987.SZ,21会展01,2021/5/12,公司债,南京南部新城会展中心发展有限公司
178512.SH,GC绍轨01,2021/5/12,公司债,绍兴市轨道交通集团有限公司
178589.SH,G21万盛3,2021/5/12,公司债,重庆市万盛经济技术开发区开发投资集团有限公司
102100964.IB,21三峡新能MTN002(碳中和债),2021/5/12,中期票据,中国三峡新能源(集团)股份有限公司
132100052.IB,21重庆轨交GN003(碳中和债),2021/5/12,中期票据,重庆市轨道交通(集团)有限公司
152877.SH,G21武铁2,2021/5/13,企业债,武汉地铁集团有限公司
188085.SH,GC国铁01,2021/5/13,公司债,中国铁路投资有限公司
132100051.IB,21福新能源GN002(可持续挂钩),2021/5/14,中期票据,福建华电福瑞能源发展有限公司
137890.SZ,G龙源2A,2021/5/14,资产支持证券,龙源电力集团股份有限公司
188094.SH,GC福电01,2021/5/17,公司债,福建福清核电有限公司
40683.HK,合景泰富集团 6% N20260814,2021/5/17,,合景泰富集团控股有限公司
111103.SZ,21粤能01,2021/5/18,企业债,广东省能源集团有限公司
40681.HK,旭辉控股集团 4.45% N20260817,2021/5/18,,旭辉控股(集团)有限公司
40682.HK,旭辉控股集团 4.8% N20280517,2021/5/18,,旭辉控股(集团)有限公司
178616.SH,GC太旅01,2021/5/21,公司债,苏州市吴中文化旅游发展集团有限公司
189163.SH,G建投02,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189164.SH,G建投03,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189165.SH,G建投04,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189166.SH,G建投05,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189167.SH,G建投06,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189168.SH,G建投07,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189169.SH,G建投08,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189170.SH,G建投09,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189171.SH,G建投10,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189172.SH,G建投11,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189173.SH,G建投12,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189174.SH,G建投13,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189175.SH,G建投14,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189176.SH,G建投15,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189177.SH,G建投次,2021/5/21,资产支持证券,南京江北新区建设投资集团有限公司
189265.SH,G杭钢S02,2021/5/21,资产支持证券,温州杭钢水务有限公司
189266.SH,G杭钢S03,2021/5/21,资产支持证券,温州杭钢水务有限公司
189267.SH,G杭钢S04,2021/5/21,资产支持证券,温州杭钢水务有限公司
189268.SH,G杭钢S05,2021/5/21,资产支持证券,温州杭钢水务有限公司
189269.SH,G杭钢S06,2021/5/21,资产支持证券,温州杭钢水务有限公司
189270.SH,G杭钢S07,2021/5/21,资产支持证券,温州杭钢水务有限公司
189271.SH,G杭钢S08,2021/5/21,资产支持证券,温州杭钢水务有限公司
189272.SH,G杭钢S09,2021/5/21,资产支持证券,温州杭钢水务有限公司
189273.SH,G杭钢S10,2021/5/21,资产支持证券,温州杭钢水务有限公司
189274.SH,G杭钢S11,2021/5/21,资产支持证券,温州杭钢水务有限公司
189275.SH,G杭钢S12,2021/5/21,资产支持证券,温州杭钢水务有限公司
189276.SH,G杭钢S次,2021/5/21,资产支持证券,温州杭钢水务有限公司
40680.HK,中梁控股 8.5% N20220519,2021/5/21,,中梁控股集团有限公司
40690.HK,弘阳地产 7.3% N20240521,2021/5/24,,弘阳地产集团有限公司
032100576.IB,21德清建发PPN001(绿色),2021/5/25,定向工具,德清县建设发展集团有限公司
132100056.IB,21中广核GN001(碳中和债),2021/5/26,中期票据,中国广核集团有限公司
189128.SH,GC金风1A,2021/5/26,资产支持证券,新疆金风科技股份有限公司
189129.SH,GC金风1C,2021/5/26,资产支持证券,新疆金风科技股份有限公司
189251.SH,PRGC顺3A,2021/5/26,资产支持证券,顺泰融资租赁股份有限公司
189252.SH,GC顺泰3C,2021/5/26,资产支持证券,顺泰融资租赁股份有限公司
132100046.IB,21金融城建GN002(碳中和债),2021/5/27,中期票据,南京金融城建设发展股份有限公司
188126.SH,G21张江1,2021/5/31,公司债,上海张江高科技园区开发股份有限公司
132100057.IB,21重庆轨交GN004(碳中和债),2021/6/1,中期票据,重庆市轨道交通(集团)有限公司
178464.SH,G21德旅1,2021/6/3,公司债,德清县文化旅游发展集团有限公司
102101028.IB,21重庆机场MTN001(绿色),2021/6/7,中期票据,重庆机场集团有限公司
132100030.IB,21灵山GN001,2021/6/7,中期票据,无锡灵山文化旅游集团有限公司
188185.SH,GC华电03,2021/6/8,公司债,中国华电集团有限公司
132100059.IB,21常州轨交GN001(碳中和债),2021/6/15,中期票据,常州地铁集团有限公司
189295.SH,PRGC国新,2021/6/15,资产支持证券,国家能源集团新能源有限责任公司
132100061.IB,21三峡GN006,2021/6/16,短期融资券,中国长江三峡集团有限公司
178764.SH,G21汇兴2,2021/6/17,公司债,泸州汇兴投资集团有限公司
102101118.IB,21青岛地铁MTN002(碳中和债),2021/6/18,中期票据,青岛地铁集团有限公司
102101119.IB,21九龙江MTN002(绿色),2021/6/18,中期票据,漳州市九龙江集团有限公司
132100062.IB,21晋能电力GN001(碳中和债),2021/6/18,中期票据,晋能控股电力集团有限公司
132100063.IB,21宁波轨交GN001(碳中和债),2021/6/18,中期票据,宁波市轨道交通集团有限公司
032100664.IB,21太湖旅业PPN001(绿色),2021/6/21,定向工具,苏州太湖旅业发展有限公司
102101134.IB,21泉州交通MTN001(碳中和债),2021/6/21,中期票据,泉州交通发展集团有限责任公司
178793.SH,G21阿地1,2021/6/22,公司债,阿克苏地区绿色实业开发有限公司
133008.SZ,21潍财G1,2021/6/25,公司债,潍坊市城区西部投资发展集团有限公司
188243.SH,G21长电1,2021/6/25,公司债,中国长江电力股份有限公司
102101181.IB,21锡交通MTN003(碳中和债),2021/6/25,中期票据,无锡市交通产业集团有限公司
102101182.IB,21深圳地铁MTN003(碳中和债),2021/6/25,中期票据,深圳市地铁集团有限公司
178798.SH,G21旅业1,2021/6/28,公司债,苏州太湖旅业发展有限公司
102101189.IB,21豫水利MTN001(乡村振兴),2021/6/28,中期票据,河南水利投资集团有限公司
132100066.IB,21福新能源GN003(蓝债),2021/6/28,中期票据,福建华电福瑞能源发展有限公司
2180231.IB,21南通地铁绿色债01,2021/6/29,企业债,南通城市建设集团有限公司
032100724.IB,21江北建设PPN002(乡村振兴),2021/6/30,定向工具,南京江北新区建设投资集团有限公司
133015.SZ,21仁寿G1,2021/6/30,公司债,仁寿发展投资集团有限公司
102101230.IB,21国能新能MTN001(绿色),2021/6/30,中期票据,国家能源集团新能源有限责任公司
102101126.IB,21瀚蓝MTN001(绿色),2021/7/1,中期票据,瀚蓝环境股份有限公司
102101231.IB,21皖能源MTN001(碳中和债),2021/7/1,中期票据,安徽省能源集团有限公司
132100070.IB,21云能投GN001(权益出资),2021/7/1,中期票据,云南省能源投资集团有限公司
2180248.IB,21兴发绿色债,2021/7/2,企业债,宜昌兴发集团有限责任公司
40749.HK,阳光100中国 13% N20220629,2021/7/2,,阳光100中国控股有限公司
2180233.IB,21临川绿色债02,2021/7/5,企业债,抚州市临川区城镇建设开发投资有限公司
152916.SH,G21城建1,2021/7/6,企业债,南通城市建设集团有限公司
152919.SH,G21临川2,2021/7/7,企业债,抚州市临川区城镇建设开发投资有限公司
102101248.IB,21香城投资MTN002(碳中和债),2021/7/7,中期票据,成都香城投资集团有限公司
40754.HK,龙光集团 4.7% N20260706,2021/7/7,,龙光集团有限公司
152926.SH,G21兴发,2021/7/8,企业债,宜昌兴发集团有限责任公司
177571.SH,G21东台1,2021/7/9,公司债,东台市城市建设投资发展集团有限公司
132100072.IB,21国能新能GN005(碳中和债),2021/7/13,中期票据,国家能源集团新能源有限责任公司
132100073.IB,21京能源GN001(碳中和债),2021/7/14,中期票据,北京能源集团有限责任公司
132100074.IB,21中节能GN002,2021/7/14,中期票据,中国节能环保集团有限公司
196557.SH,G21万盛4,2021/7/16,公司债,重庆市万盛经济技术开发区开发投资集团有限公司
132100077.IB,21川投能源GN001(碳中和债),2021/7/19,定向工具,四川川投能源股份有限公司
102101306.IB,21栾川钼业MTN001(绿色),2021/7/19,中期票据,洛阳栾川钼业集团股份有限公司
196523.SH,G21苏旅1,2021/7/20,公司债,苏州高新旅游产业集团有限公司
149550.SZ,21润租G1,2021/7/20,公司债,华润融资租赁有限公司
102101316.IB,21锡交通MTN005(碳中和债),2021/7/20,中期票据,无锡市交通产业集团有限公司
132100075.IB,21国家能源GN001,2021/7/20,中期票据,国家能源投资集团有限责任公司
132100076.IB,21京能洁能GN001(碳中和债),2021/7/20,中期票据,北京京能清洁能源电力股份有限公司
136151.SZ,21中海4A,2021/7/20,资产支持证券,北京中海广场商业发展有限公司
2180273.IB,21长金绿色债01,2021/7/21,企业债,浙江长兴金融控股集团有限公司
082100673.IB,21华润电力ABN001优先(碳中和债),2021/7/21,资产支持证券,华润电力投资有限公司
082100674.IB,21华润电力ABN001次(碳中和债),2021/7/21,资产支持证券,华润电力投资有限公司
2180281.IB,21丰城绿色债01,2021/7/22,企业债,丰城发展投资控股集团有限公司
40773.HK,上坤地产 12.25% N20220721,2021/7/23,,上坤地产集团有限公司
152955.SH,G21长金1,2021/7/26,企业债,浙江长兴金融控股集团有限公司
102101362.IB,21中山公用MTN001(绿色),2021/7/26,中期票据,中山公用事业集团股份有限公司
102101363.IB,21中交城投MTN001(绿色),2021/7/26,中期票据,中交城市投资控股有限公司
132100081.IB,21国家能源GN002,2021/7/26,中期票据,国家能源投资集团有限责任公司
152961.SH,G21丰城1,2021/7/27,企业债,丰城发展投资控股集团有限公司
102101367.IB,21温州交运MTN001(碳中和债),2021/7/27,中期票据,温州市交通运输集团有限公司
132100067.IB,21灵山GN002,2021/7/28,中期票据,无锡灵山文化旅游集团有限公司
40779.HK,佳源国际控股 7% CB20250127,2021/7/28,,佳源国际控股有限公司
2180287.IB,21抚投绿债01,2021/7/29,企业债,抚州市投资发展(集团)有限公司
102101411.IB,21光大绿环MTN001(碳中和债),2021/7/29,中期票据,中国光大绿色环保有限公司
132100084.IB,21重庆轨交GN005(碳中和债),2021/7/29,中期票据,重庆市轨道交通(集团)有限公司
133045.SZ,21诸交G1,2021/7/30,公司债,诸暨市交通基础设施建设有限公司
178975.SH,G21鄱湖,2021/8/2,公司债,九江市鄱湖生态建设有限公司
102101435.IB,21深能源MTN001(碳中和债),2021/8/2,中期票据,深圳能源集团股份有限公司
102101436.IB,21申能股MTN001(碳中和债),2021/8/2,中期票据,申能股份有限公司
152967.SH,G21抚州1,2021/8/3,企业债,抚州市投资发展(集团)有限公司
196692.SH,GC湖城01,2021/8/4,公司债,湖州市城市投资发展集团有限公司
2180314.IB,21天宁债,2021/8/5,企业债,常州天宁建设发展集团有限公司
132100085.IB,21龙源电力GN001(碳中和债),2021/8/5,中期票据,龙源电力集团股份有限公司
132100086.IB,21大唐发电GN001(碳中和债),2021/8/5,中期票据,大唐国际发电股份有限公司
102101465.IB,21昆明轨道MTN001(绿色),2021/8/6,中期票据,昆明轨道交通集团有限公司
149583.SZ,21海垦V1,2021/8/9,公司债,海南省农垦投资控股集团有限公司
132100087.IB,21粤电开GN001(碳中和债),2021/8/9,中期票据,广东省电力开发有限公司
189825.SH,PRG福优,2021/8/9,资产支持证券,福州市自来水有限公司
189826.SH,G福水次,2021/8/9,资产支持证券,福州市自来水有限公司
189605.SH,PRG吴A1,2021/8/11,资产支持证券,吴都融资租赁(天津)有限公司
189606.SH,G吴都A2,2021/8/11,资产支持证券,吴都融资租赁(天津)有限公司
189607.SH,G吴都A3,2021/8/11,资产支持证券,吴都融资租赁(天津)有限公司
189608.SH,G吴都A4,2021/8/11,资产支持证券,吴都融资租赁(天津)有限公司
189609.SH,G吴都次,2021/8/11,资产支持证券,吴都融资租赁(天津)有限公司
152946.SH,G21天宁1,2021/8/13,企业债,常州天宁建设发展集团有限公司
132100088.IB,21国能新能GN006,2021/8/13,中期票据,国家能源集团新能源有限责任公司
179692.SH,PR余交1,2021/8/13,资产支持证券,宁波舜通集团有限公司
179693.SH,G余公交2,2021/8/13,资产支持证券,宁波舜通集团有限公司
179694.SH,G余公交3,2021/8/13,资产支持证券,宁波舜通集团有限公司
179695.SH,G余公交4,2021/8/13,资产支持证券,宁波舜通集团有限公司
179696.SH,G余公交5,2021/8/13,资产支持证券,宁波舜通集团有限公司
179697.SH,G余公交6,2021/8/13,资产支持证券,宁波舜通集团有限公司
179698.SH,G余公交7,2021/8/13,资产支持证券,宁波舜通集团有限公司
179699.SH,G余公交8,2021/8/13,资产支持证券,宁波舜通集团有限公司
179700.SH,G余公交9,2021/8/13,资产支持证券,宁波舜通集团有限公司
179701.SH,G余交次,2021/8/13,资产支持证券,宁波舜通集团有限公司
132100089.IB,21三峡GN009(碳中和债),2021/8/16,短期融资券,中国长江三峡集团有限公司
132100090.IB,21三峡GN010(碳中和债),2021/8/16,中期票据,中国长江三峡集团有限公司
175842.SH,GC凯盛01,2021/8/19,公司债,凯盛科技集团有限公司
196846.SH,G21有轨1,2021/8/20,公司债,苏州高新有轨电车集团有限公司
132100092.IB,21兴城投资GN001,2021/8/20,中期票据,成都兴城投资集团有限公司
133055.SZ,21通灵G1,2021/8/23,公司债,金通灵科技集团股份有限公司
132100093.IB,21鲁能源GN005(碳中和债),2021/8/23,中期票据,山东能源集团有限公司
188513.SH,GC财团01,2021/8/24,公司债,苏州中方财团控股股份有限公司
188514.SH,GC财团02,2021/8/24,公司债,苏州中方财团控股股份有限公司
042100351.IB,21平高CP003(绿色),2021/8/26,短期融资券,平高集团有限公司
132100096.IB,21国电GN003(碳中和债),2021/8/27,中期票据,国电电力发展股份有限公司
2180339.IB,21抚投绿债02,2021/8/30,企业债,抚州市投资发展(集团)有限公司
132100098.IB,21华电股GN001,2021/8/31,中期票据,华电国际电力股份有限公司
2180340.IB,21长轨债01,2021/9/1,企业债,长春市轨道交通集团有限公司
132100100.IB,21南昌轨交GN004,2021/9/1,短期融资券,南昌轨道交通集团有限公司
082100831.IB,21南网租赁ABN001次(碳中和债),2021/9/1,资产支持证券,南网融资租赁有限公司
102101752.IB,21昆明轨道MTN002(绿色),2021/9/1,中期票据,昆明轨道交通集团有限公司
102101755.IB,21深圳地铁MTN004(碳中和债),2021/9/1,中期票据,深圳市地铁集团有限公司
184021.SH,G21抚州2,2021/9/2,企业债,抚州市投资发展(集团)有限公司
196736.SH,G21修竹1,2021/9/2,公司债,浙江安吉修竹绿化工程有限公司
2180341.IB,21长兴绿色债01,2021/9/3,企业债,长兴城市建设投资集团有限公司
2180353.IB,21龙口绿债01,2021/9/3,企业债,龙口市城乡建设投资发展有限公司
2180355.IB,21武铁绿色可续期债02,2021/9/3,企业债,武汉地铁集团有限公司
197016.SH,G21临发1,2021/9/3,公司债,临沂城市发展集团有限公司
197017.SH,G21临发2,2021/9/3,公司债,临沂城市发展集团有限公司
188656.SH,G21FRY1,2021/9/3,公司债,福建华电福瑞能源发展有限公司
132100101.IB,21越秀集团GN002(革命老区),2021/9/3,中期票据,广州越秀集团股份有限公司
2180362.IB,21扬化绿色债01,2021/9/6,企业债,扬州新材料投资集团有限公司
132100103.IB,21三峡GN011,2021/9/6,短期融资券,中国长江三峡集团有限公司
042100393.IB,21盛虹科技CP002(绿色),2021/9/6,短期融资券,江苏盛虹科技股份有限公司
188653.SH,G21FRY3,2021/9/6,公司债,福建华电福瑞能源发展有限公司
139474.SH,G21武Y2,2021/9/7,企业债,武汉地铁集团有限公司
184022.SH,G21长兴1,2021/9/7,企业债,长兴城市建设投资集团有限公司
184037.SH,G21龙债1,2021/9/7,企业债,龙口市城乡建设投资发展有限公司
082100841.IB,21国能生物ABN001优先(碳中和债),2021/9/7,资产支持证券,国能生物发电集团有限公司
082100842.IB,21国能生物ABN001次(碳中和债),2021/9/7,资产支持证券,国能生物发电集团有限公司
184041.SH,G21扬化1,2021/9/9,企业债,扬州新材料投资集团有限公司
132100104.IB,21高淳文旅GN001,2021/9/9,定向工具,南京高淳文化旅游投资有限公司
40828.HK,禹洲集团 9.95% N20230608,2021/9/9,,禹洲集团控股有限公司
149624.SZ,21深G11,2021/9/10,公司债,深圳市地铁集团有限公司
149625.SZ,21深G12,2021/9/10,公司债,深圳市地铁集团有限公司
132100097.IB,21大唐发电GN002(碳中和债),2021/9/10,中期票据,大唐国际发电股份有限公司
132100105.IB,21德清经开GN001(项目收益),2021/9/14,定向工具,浙江德清经开投资集团有限公司
149628.SZ,21穗环G1,2021/9/16,公司债,广州环保投资集团有限公司
132100108.IB,21国电GN004A(蓝色债券),2021/9/17,中期票据,国电电力发展股份有限公司
132100109.IB,21国电GN004B(蓝色债券),2021/9/17,中期票据,国电电力发展股份有限公司
132100110.IB,21红狮GN001(碳中和债),2021/9/17,中期票据,红狮控股集团有限公司
132100113.IB,21三峡GN013(碳中和债),2021/9/18,中期票据,中国长江三峡集团有限公司
132100114.IB,21三峡GN012(碳中和债),2021/9/18,中期票据,中国长江三峡集团有限公司
40848.HK,弘阳地产 9.5% N20230920,2021/9/21,,弘阳地产集团有限公司
197202.SH,G21延旅1,2021/9/23,公司债,延安旅游(集团)有限公司
2180384.IB,21南通地铁绿色债02,2021/9/24,企业债,南通城市建设集团有限公司
012103492.IB,21深圳地铁SCP006(绿色),2021/9/24,短期融资券,深圳市地铁集团有限公司
132100116.IB,21福瑞能源GN001(革命老区),2021/9/26,中期票据,福建华电福瑞能源发展有限公司
133080.SZ,21乌铁G1,2021/9/27,公司债,乌鲁木齐城市轨道集团有限公司
132100080.IB,21大唐新能GN001(碳中和债),2021/9/27,中期票据,中国大唐集团新能源股份有限公司
012103520.IB,21山东电工SCP002(绿色),2021/9/28,短期融资券,山东电工电气集团有限公司
082100965.IB,21国网租赁ABN002次(碳中和债),2021/9/28,资产支持证券,国网国际融资租赁有限公司
102101958.IB,21上海环境MTN001(绿色),2021/9/28,中期票据,上海环境集团股份有限公司
188764.SH,G21桂冠1,2021/9/29,公司债,广西桂冠电力股份有限公司
132100118.IB,21福瑞能源GN002(革命老区),2021/9/29,中期票据,福建华电福瑞能源发展有限公司
132100120.IB,21福瑞能源GN003(革命老区),2021/9/29,中期票据,福建华电福瑞能源发展有限公司
193252.SH,PR能投优,2021/9/29,资产支持证券,河北协鑫新能源有限公司
193253.SH,GC能投次,2021/9/29,资产支持证券,河北协鑫新能源有限公司
40866.HK,景瑞控股 12% N20240128,2021/9/29,,景瑞控股有限公司
184023.SH,G21长轨1,2021/9/30,企业债,长春市轨道交通集团有限公司
184060.SH,G21城建2,2021/9/30,企业债,南通城市建设集团有限公司
188817.SH,GC华能02,2021/10/8,公司债,中国华能集团有限公司
188818.SH,GC华能03,2021/10/8,公司债,中国华能集团有限公司
102102008.IB,21临沂投资MTN002(革命老区),2021/10/8,中期票据,临沂投资发展集团有限公司
132100122.IB,21浙能源GN002(碳中和债),2021/10/8,中期票据,浙江省能源集团有限公司
197249.SH,G21浔开1,2021/10/11,公司债,浙江湖州南浔经济建设开发有限公司
012103756.IB,21晋能山西SCP003(碳中和债),2021/10/19,短期融资券,晋能控股山西电力股份有限公司
132100126.IB,21南京地铁GN002(碳中和债),2021/10/19,中期票据,南京地铁集团有限公司
2180422.IB,21新沂绿色债,2021/10/22,企业债,新沂市城市投资发展集团有限公司
132100099.IB,21越秀集团GN003,2021/10/22,中期票据,广州越秀集团股份有限公司
012103826.IB,21昆明轨道SCP003(绿色),2021/10/25,短期融资券,昆明轨道交通集团有限公司
102102104.IB,21穗自来水MTN002(绿色),2021/10/25,中期票据,广州市自来水有限公司
132100129.IB,21中电国际GN001(碳中和债),2021/10/25,中期票据,中国电力国际发展有限公司
