code,name,ipo_date,type,inst
032101135.IB,21吴中国太PPN001(绿色),2021/10/26,定向工具,苏州吴中国太发展有限公司
2180421.IB,21富源绿色债01,2021/10/27,企业债,遂宁市富源实业有限公司
196839.SH,G21长建1,2021/10/27,公司债,长兴城市建设投资集团有限公司
184089.SH,G21新沂,2021/10/28,企业债,新沂市城市投资发展集团有限公司
149672.SZ,21润租G2,2021/10/28,公司债,华润融资租赁有限公司
132100130.IB,21凯盛科技GN001,2021/10/28,中期票据,凯盛科技集团有限公司
184092.SH,G21富源,2021/10/29,企业债,遂宁市富源实业有限公司
132100125.IB,21太仓水务GN001,2021/10/29,中期票据,太仓市水务集团有限公司
132100132.IB,21山鹰国际GN001,2021/11/1,中期票据,山鹰国际控股股份公司
2180430.IB,21扬新绿色债02,2021/11/2,企业债,扬州新材料投资集团有限公司
082101077.IB,21广东电力ABN001优先,2021/11/2,资产支持证券,国家电投集团广东电力有限公司
082101078.IB,21广东电力ABN001次,2021/11/2,资产支持证券,国家电投集团广东电力有限公司
2180433.IB,21西安轨道绿色债01,2021/11/3,企业债,西安市轨道交通集团有限公司
149680.SZ,21北新G1,2021/11/3,公司债,北新集团建材股份有限公司
188937.SH,GC华能04,2021/11/3,公司债,中国华能集团有限公司
132100133.IB,21福瑞能源GN004(碳中和债),2021/11/4,中期票据,福建华电福瑞能源发展有限公司
184095.SH,G21扬新2,2021/11/5,企业债,扬州新材料投资集团有限公司
2180438.IB,21长金绿色债02,2021/11/5,企业债,浙江长兴金融控股集团有限公司
102102250.IB,21巢湖城镇MTN001(绿色),2021/11/5,中期票据,巢湖市城镇建设投资有限公司
136667.SZ,G节能水1,2021/11/8,资产支持证券,中节能水务发展有限公司
136668.SZ,G节能水2,2021/11/8,资产支持证券,中节能水务发展有限公司
136669.SZ,G节能水3,2021/11/8,资产支持证券,中节能水务发展有限公司
136670.SZ,G节能水4,2021/11/8,资产支持证券,中节能水务发展有限公司
136671.SZ,G节能水5,2021/11/8,资产支持证券,中节能水务发展有限公司
184098.SH,G21西轨1,2021/11/10,企业债,西安市轨道交通集团有限公司
102102272.IB,21湖州城投MTN002(项目收益),2021/11/10,中期票据,湖州市城市投资发展集团有限公司
184105.SH,G21长金2,2021/11/11,企业债,浙江长兴金融控股集团有限公司
132100137.IB,21南昌轨交GN005,2021/11/12,短期融资券,南昌轨道交通集团有限公司
133115.SZ,21乌铁G2,2021/11/12,公司债,乌鲁木齐城市轨道集团有限公司
102102282.IB,21山东公用MTN002(绿色),2021/11/12,中期票据,山东公用控股有限公司
193710.SH,PR文1A1,2021/11/12,资产支持证券,江苏华文融资租赁有限公司
193711.SH,G华文1A2,2021/11/12,资产支持证券,江苏华文融资租赁有限公司
193712.SH,G华文1B,2021/11/12,资产支持证券,江苏华文融资租赁有限公司
193713.SH,G华文1C,2021/11/12,资产支持证券,江苏华文融资租赁有限公司
012104089.IB,21国家管网SCP001(绿色),2021/11/15,短期融资券,国家石油天然气管网集团有限公司
188963.SH,G21华新1,2021/11/15,公司债,华电新能源集团股份有限公司
132100136.IB,21三峡GN014(碳中和债),2021/11/15,中期票据,中国长江三峡集团有限公司
102102307.IB,21国能江苏MTN001(碳中和债),2021/11/17,中期票据,国家能源集团江苏电力有限公司
132100139.IB,21三峡GN015(碳中和债),2021/11/17,中期票据,中国长江三峡集团有限公司
178930.SH,GC太科01,2021/11/18,公司债,太仓市科教文化发展有限公司
102180029.IB,21昆明轨道MTN003(绿色),2021/11/19,中期票据,昆明轨道交通集团有限公司
132100150.IB,21中能建GN001(碳中和债),2021/11/19,中期票据,中国能源建设股份有限公司
132100151.IB,21浙能源GN003(蓝债),2021/11/19,中期票据,浙江省能源集团有限公司
102103036.IB,21大横琴MTN002(绿色),2021/11/22,中期票据,珠海大横琴集团有限公司
132100152.IB,21北电GN001,2021/11/22,中期票据,北方联合电力有限责任公司
185021.SH,G21华新2,2021/11/23,公司债,华电新能源集团股份有限公司
132100153.IB,21宿迁文旅GN001,2021/11/23,中期票据,宿迁文化旅游发展集团有限公司
132180001.IB,21烟台打捞GN001,2021/11/23,中期票据,烟台打捞局
132100154.IB,21新华水力GN001,2021/11/24,中期票据,新华水力发电有限公司
102103079.IB,21蓉城轨交MTN004(碳中和债),2021/11/25,中期票据,成都轨道交通集团有限公司
102103080.IB,21长兴交投MTN001(项目收益),2021/11/25,中期票据,长兴交通投资集团有限公司
132100155.IB,21华润租赁GN001(碳中和债),2021/11/25,中期票据,华润融资租赁有限公司
185020.SH,GC核融01,2021/11/26,公司债,中核融资租赁有限公司
185043.SH,G21综能1,2021/11/26,公司债,国网综合能源服务集团有限公司
193724.SH,PR蔚来A,2021/11/26,资产支持证券,上海蔚来融资租赁有限公司
193725.SH,GC蔚来B,2021/11/26,资产支持证券,上海蔚来融资租赁有限公司
193726.SH,GC蔚来次,2021/11/26,资产支持证券,上海蔚来融资租赁有限公司
2180465.IB,21宜控绿色债,2021/11/29,企业债,宜昌城市发展投资集团有限公司
197616.SH,G21苏林1,2021/11/29,公司债,苏州风景园林投资发展集团有限公司
102103113.IB,21国能新能MTN002(绿色),2021/11/29,中期票据,国家能源集团新能源有限责任公司
132100156.IB,21重庆轨交GN006(碳中和债),2021/11/29,中期票据,重庆市轨道交通(集团)有限公司
132100004.IB,21中浦石化GN001,2021/11/30,中期票据,宁波市中浦石化投资集团有限公司
132100157.IB,21沈阳地铁GN002,2021/11/30,中期票据,沈阳地铁集团有限公司
197233.SH,G21汴投1,2021/12/1,公司债,开封国有资产投资经营集团有限公司
102103136.IB,21长沙水业MTN001(绿色),2021/12/2,中期票据,长沙水业集团有限公司
102103149.IB,21昆明轨道MTN004(绿色),2021/12/2,中期票据,昆明轨道交通集团有限公司
102103153.IB,21滇池投资MTN001(绿色),2021/12/2,中期票据,昆明滇池投资有限责任公司
184124.SH,G21宜控1,2021/12/3,企业债,宜昌城市发展投资集团有限公司
132100159.IB,21龙源电力GN002,2021/12/3,中期票据,龙源电力集团股份有限公司
132100160.IB,21海峡环保GN003,2021/12/6,短期融资券,福建海峡环保集团股份有限公司
102103165.IB,21穗自来水MTN004(绿色),2021/12/6,中期票据,广州市自来水有限公司
012105285.IB,21中核租赁SCP002(绿色),2021/12/7,短期融资券,中核融资租赁有限公司
102103178.IB,21深圳地铁MTN006(碳中和债),2021/12/7,中期票据,深圳市地铁集团有限公司
132100162.IB,21淮安新投GN001,2021/12/9,定向工具,淮安新城投资开发有限公司
012105339.IB,21国家管网SCP003(绿色),2021/12/10,短期融资券,国家石油天然气管网集团有限公司
012105340.IB,21国家管网SCP002(绿色),2021/12/10,短期融资券,国家石油天然气管网集团有限公司
132100161.IB,21昆山城投GN001(项目收益),2021/12/10,中期票据,昆山城市建设投资发展集团有限公司
193910.SH,PR吴租A1,2021/12/10,资产支持证券,吴都融资租赁(天津)有限公司
193925.SH,G吴租A2,2021/12/10,资产支持证券,吴都融资租赁(天津)有限公司
193926.SH,G吴租A3,2021/12/10,资产支持证券,吴都融资租赁(天津)有限公司
193927.SH,G吴租A4,2021/12/10,资产支持证券,吴都融资租赁(天津)有限公司
193928.SH,G吴租次,2021/12/10,资产支持证券,吴都融资租赁(天津)有限公司
132100163.IB,21南昌轨交GN006,2021/12/13,短期融资券,南昌轨道交通集团有限公司
102103239.IB,21深圳地铁MTN007(碳中和债),2021/12/14,中期票据,深圳市地铁集团有限公司
2180497.IB,21粤环保绿色债01,2021/12/15,企业债,广东省环保集团有限公司
197758.SH,G21浔开2,2021/12/15,公司债,浙江湖州南浔经济建设开发有限公司
193799.SH,PR常1,2021/12/15,资产支持证券,常德市公共交通有限责任公司
193800.SH,G常公交2,2021/12/15,资产支持证券,常德市公共交通有限责任公司
193801.SH,G常公交3,2021/12/15,资产支持证券,常德市公共交通有限责任公司
193802.SH,G常公交4,2021/12/15,资产支持证券,常德市公共交通有限责任公司
193803.SH,G常公交5,2021/12/15,资产支持证券,常德市公共交通有限责任公司
193804.SH,G常公交6,2021/12/15,资产支持证券,常德市公共交通有限责任公司
193805.SH,G常公交7,2021/12/15,资产支持证券,常德市公共交通有限责任公司
193806.SH,G常公交8,2021/12/15,资产支持证券,常德市公共交通有限责任公司
193807.SH,G常公交9,2021/12/15,资产支持证券,常德市公共交通有限责任公司
193808.SH,G常公次,2021/12/15,资产支持证券,常德市公共交通有限责任公司
2180492.IB,21桃鑫达债01,2021/12/17,企业债,桃源县鑫达交通建设有限责任公司
132100166.IB,21中电路桥GN001,2021/12/17,中期票据,中电建路桥集团有限公司
193683.SH,21五局3A,2021/12/17,资产支持证券,中建商业保理有限公司
197871.SH,GC太湖01,2021/12/20,公司债,无锡市太湖新城发展集团有限公司
2180508.IB,21达州国资绿色债,2021/12/21,企业债,达州市高新科创有限公司
012105456.IB,21广州地铁SCP012(绿色),2021/12/21,短期融资券,广州地铁集团有限公司
133136.SZ,21沛国GV,2021/12/21,公司债,沛县国有资产经营有限公司
102103295.IB,21粤环保MTN001(绿色),2021/12/21,中期票据,广东省环保集团有限公司
132100167.IB,21京能洁能GN002,2021/12/21,中期票据,北京京能清洁能源电力股份有限公司
132100168.IB,21越秀集团GN001(乡村振兴),2021/12/21,中期票据,广州越秀集团股份有限公司
132100169.IB,21华能集GN002(碳中和债),2021/12/21,中期票据,中国华能集团有限公司
184153.SH,G21粤环1,2021/12/22,企业债,广东省环保集团有限公司
185142.SH,G21苏交1,2021/12/22,公司债,江苏交通控股有限公司
184150.SH,21鑫达01,2021/12/23,企业债,桃源县鑫达交通建设有限责任公司
197293.SH,G21延旅2,2021/12/23,公司债,延安旅游(集团)有限公司
184165.SH,G21达资,2021/12/24,企业债,达州市高新科创有限公司
102103318.IB,21东方电气MTN003(碳中和债),2021/12/24,中期票据,中国东方电气集团有限公司
132100164.IB,21三峰环境GN001,2021/12/27,中期票据,重庆三峰环境集团股份有限公司
102103332.IB,21华能江苏MTN001(碳中和债),2021/12/28,中期票据,华能国际电力江苏能源开发有限公司
132100170.IB,21中节能GN003,2021/12/28,中期票据,中国节能环保集团有限公司
082101467.IB,21光大环保ABN001优先(碳中和债),2021/12/29,资产支持证券,光大环保(中国)有限公司
082101468.IB,21光大环保ABN001次(碳中和债),2021/12/29,资产支持证券,光大环保(中国)有限公司
132100172.IB,21中石化GN001,2021/12/29,中期票据,中国石油化工股份有限公司
2180527.IB,21西安轨道绿色债02,2021/12/30,企业债,西安市轨道交通集团有限公司
082101475.IB,21三峡新能ABN002(碳中和债),2021/12/30,资产支持证券,中国三峡新能源(集团)股份有限公司
ZC21121703.IB,21南网租赁ABN002次(碳中和债),2021/12/30,资产支持证券,南网融资租赁有限公司
2180520.IB,21上虞绿色债02,2021/12/31,企业债,绍兴市上虞区国有资本投资运营有限公司
185151.SH,GC国铁02,2021/12/31,公司债,中国铁路投资有限公司
185181.SH,G中建Y1,2021/12/31,公司债,中建科技集团有限公司
