code,name,ipo_date,type,inst
127308.SH,PR巴中债,2016-01-04,企业债,巴中市国有资本运营集团有限公司
127315.SH,15机场债,2016-01-07,企业债,海航机场集团有限公司
1580326.IB,15渝缙云债,2016-01-07,企业债,重庆缙云资产经营(集团)有限公司
1524008.IB,15西咸管沟项目NPB01,2016-01-07,企业债,西咸新区鸿通管廊投资有限公司
1580323.IB,15潼南债,2016-01-08,企业债,重庆市潼南区城市建设投资(集团)有限公司
127351.SH,PR黔畅达,2016-01-11,企业债,黔东南州交通旅游建设投资(集团)有限责任公司
127331.SH,PR威海投,2016-01-11,企业债,威海蓝创建设投资有限公司
1580328.IB,15沪城建债,2016-01-11,企业债,上海城建(集团)有限公司
1580327.IB,15黔东湖建投债,2016-01-12,企业债,贵州东湖新城市建设投资有限公司
127263.SH,PR15沭阳,2016-01-14,企业债,沭阳金源资产经营有限公司
1580329.IB,15沣东债,2016-01-14,企业债,西安沣东发展集团有限公司
127348.SH,PR响水债,2016-01-14,企业债,响水县灌江控股集团有限公司
1624001.IB,16如东棚改项目债,2016-01-14,企业债,如东县开泰城建投资有限公司
127328.SH,PR长轨03,2016-01-14,企业债,长沙市轨道交通集团有限公司
127310.SH,PR海城改,2016-01-14,企业债,海安城市动迁改造有限公司
127274.SH,PR铜城投,2016-01-15,企业债,徐州市铜山区城市建设投资有限责任公司
1680004.IB,16枝江国资债01,2016-01-15,企业债,枝江市国有资产经营中心
1680006.IB,16平阳债,2016-01-18,企业债,平阳县国资发展有限公司
1680007.IB,16仪征债,2016-01-18,企业债,仪征市城市发展投资控股集团有限公司
1680002.IB,16常德城投债,2016-01-18,企业债,常德市城市建设投资集团有限公司
1680013.IB,16十堰管廊债,2016-01-19,企业债,十堰国有资本投资运营集团有限公司
1680018.IB,16四会国资债,2016-01-19,企业债,四会市国有资产经营有限公司
1680012.IB,16闽投01,2016-01-19,企业债,福建省投资开发集团有限责任公司
1680017.IB,16奥德01,2016-01-20,企业债,奥德集团有限公司
127350.SH,PR浙滨债,2016-01-22,企业债,浙江滨海新区开发投资有限公司
1680005.IB,16产建双创专项债,2016-01-22,企业债,浏阳现代制造产业建设投资开发有限公司
127335.SH,PR昌乐债,2016-01-22,企业债,昌乐县新城发展有限公司
1680025.IB,16娄底锑都债,2016-01-25,企业债,娄底锑都投资发展有限公司
1680021.IB,16禹州债,2016-01-25,企业债,禹州市投资总公司
1680010.IB,16浏阳经开债01,2016-01-25,企业债,湖南金阳投资集团有限公司
1680003.IB,16新沂债,2016-01-25,企业债,新沂市城市投资发展集团有限公司
1680022.IB,16兴资债,2016-01-26,企业债,资中县兴资投资开发集团有限责任公司
1680027.IB,16嘉鱼债,2016-01-26,企业债,嘉鱼县城镇建设投资有限公司
1680033.IB,16醴陵高新债,2016-01-26,企业债,醴陵市高新技术产业发展集团有限公司
1680031.IB,16瓯海专项债,2016-01-26,企业债,浙江瓯海城市建设投资集团有限公司
127356.SH,PR常德债,2016-01-26,企业债,常德市城市建设投资集团有限公司
127303.SH,PR秦汉债,2016-01-27,企业债,陕西省西咸新区秦汉新城开发建设集团有限责任公司
1680030.IB,16泗阳债,2016-01-27,企业债,泗阳县民康农村经济发展有限公司
1680016.IB,16郴州福城债,2016-01-27,企业债,郴州福城高新投资有限公司
1680011.IB,16开福城投债01,2016-01-27,企业债,长沙开福城市建设投资有限公司
1680028.IB,16黄冈城投债,2016-01-27,企业债,黄冈市城市建设投资有限公司
1680024.IB,16六盘水开投债,2016-01-27,企业债,六盘水市开发投资有限公司
127245.SH,PR荆高新,2016-01-28,企业债,荆门高新技术产业开发有限责任公司
1680048.IB,16襄阳经开债,2016-01-28,企业债,襄阳东津国有资本投资集团有限公司
1680047.IB,16丹投债,2016-01-29,企业债,丹阳投资集团有限公司
1680052.IB,16广州地铁可续期债01,2016-01-29,企业债,广州地铁集团有限公司
127358.SH,PR平阳债,2016-01-29,企业债,平阳县国资发展有限公司
127381.SH,PR仪征发,2016-01-29,企业债,仪征市城市发展投资控股集团有限公司
1680008.IB,16衡阳交投债,2016-01-29,企业债,衡阳市交通建设投资有限公司
1680029.IB,16芙蓉城投债,2016-01-29,企业债,长沙市芙蓉城市建设投资集团有限公司
1680023.IB,16瑞安债,2016-02-01,企业债,瑞安市国有资产投资集团有限公司
127341.SH,PR正棚改,2016-02-01,企业债,石家庄滹沱新区投资开发有限公司
1680050.IB,16岳阳专项债,2016-02-01,企业债,岳阳市城市建设投资有限公司
1680020.IB,16宁乡经开债,2016-02-01,企业债,宁乡经济技术开发区建设投资有限公司
1680043.IB,16富春山居债,2016-02-02,企业债,杭州富阳开发区建设投资集团有限公司
1680053.IB,16首发债,2016-02-02,企业债,北京市首都公路发展集团有限公司
1680036.IB,16遵经开债,2016-02-02,企业债,遵义经济技术开发区投资建设有限公司
1680049.IB,16井开债,2016-02-02,企业债,吉安市井冈山开发区金庐陵经济发展有限公司
1680041.IB,16雨花城投债,2016-02-02,企业债,长沙市雨花城市建设投资集团有限公司
1680037.IB,16大理海东债,2016-02-02,企业债,大理海东开发投资集团有限公司
127362.SH,16闽投01,2016-02-02,企业债,福建省投资开发集团有限责任公司
1680034.IB,16温城专项债01,2016-02-03,企业债,温州市城市建设发展集团有限公司
1680059.IB,16吉市城建债,2016-02-03,企业债,吉林市城市建设控股集团有限公司
1680026.IB,16六盘水住投债,2016-02-03,企业债,六盘水市民生产业投资集团有限责任公司
1680035.IB,16阿勒泰,2016-02-03,企业债,阿勒泰地区国有资产投资经营有限公司
1680045.IB,16高密债,2016-02-03,企业债,高密市国有资产经营投资有限公司
1680060.IB,16上饶国资债,2016-02-03,企业债,上饶市国有资产经营集团有限公司
1680046.IB,16观山湖债01,2016-02-04,企业债,贵阳观山湖投资(集团)有限公司
1680065.IB,16普湾债,2016-02-04,企业债,大连时泰城市建设发展有限公司
1680051.IB,16万宝开投债01,2016-02-04,企业债,娄底市万宝新区开发投资集团有限公司
127340.SH,15冀广02,2016-02-05,企业债,中国广电河北网络股份有限公司
1680062.IB,16泸州兴阳债,2016-02-05,企业债,泸州兴阳投资集团有限公司
127353.SH,PR渝缙云,2016-02-15,企业债,重庆缙云资产经营(集团)有限公司
127383.SH,PR宁乡债,2016-02-18,企业债,宁乡经济技术开发区建设投资有限公司
127314.SH,PR睢润企,2016-02-19,企业债,睢宁县润企投资有限公司
127279.SH,PR浏新城,2016-02-19,企业债,湖南金阳新城建设发展集团有限公司
127387.SH,PR雨花债,2016-02-19,企业债,长沙市雨花城市建设投资集团有限公司
127317.SH,PR平崆旅,2016-02-22,企业债,平凉文化旅游产业投资集团有限责任公司
127338.SH,PR宜高投,2016-02-22,企业债,宜昌高新投资开发有限公司
127067.SH,PR遵经债,2016-02-23,企业债,遵义经济技术开发区投资建设有限公司
123031.SH,PR温城01,2016-02-24,企业债,温州市城市建设发展集团有限公司
127355.SH,PR凯投01,2016-02-24,企业债,贵州省凯里城镇建设投资有限公司
127345.SH,PR盐高新,2016-02-24,企业债,盐城高新区投资集团有限公司
127367.SH,PR沪城建,2016-02-29,企业债,上海城建(集团)有限公司
1680040.IB,16新密财源债,2016-03-03,企业债,新密市财源投资集团有限公司
1680068.IB,16陕西旅游债,2016-03-07,企业债,陕西旅游集团有限公司
127360.SH,PR兴义债,2016-03-07,企业债,兴义市信恒城市建设投资有限公司
1680044.IB,16威海债,2016-03-08,企业债,威海城市投资集团有限公司
1680080.IB,16鲁铁投债,2016-03-09,企业债,山东铁路投资控股集团有限公司
127385.SH,PR兴资债,2016-03-09,企业债,资中县兴资投资开发集团有限责任公司
1680072.IB,16齐河债,2016-03-09,企业债,齐河县城市经营建设投资有限公司
1680071.IB,16苏州恒澄债,2016-03-09,企业债,苏州市恒澄建设发展有限公司
127380.SH,PR阿勒泰,2016-03-10,企业债,阿勒泰地区国有资产投资经营有限公司
1680074.IB,16新天专项债,2016-03-11,企业债,郴州市新天投资有限公司
1680076.IB,16柳州投控债,2016-03-14,企业债,广西柳州市投资控股集团有限公司
127377.SH,PR黄冈债,2016-03-14,企业债,黄冈市城市建设投资有限公司
1680078.IB,16鲁信集团债,2016-03-15,企业债,山东省鲁信投资控股集团有限公司
1680081.IB,16观山湖债02,2016-03-15,企业债,贵阳观山湖投资(集团)有限公司
1680073.IB,16鼎力专项债,2016-03-15,企业债,常德鼎力投资开发有限公司
1680085.IB,16安经开债,2016-03-15,企业债,安庆经济技术开发区建设投资集团有限公司
1680082.IB,16建安债,2016-03-16,企业债,建安投资控股集团有限公司
127386.SH,PR丹投资,2016-03-16,企业债,丹阳投资集团有限公司
127347.SH,15昆水务,2016-03-16,企业债,昆明滇池水务股份有限公司
1680090.IB,16广晟债01,2016-03-17,企业债,广东省广晟控股集团有限公司
1680086.IB,16阿克苏债,2016-03-17,企业债,阿克苏地区绿色实业开发有限公司
127272.SH,PR高邮债,2016-03-17,企业债,高邮市建设投资发展集团有限公司
1680084.IB,16广元建设债,2016-03-17,企业债,广元市园区建设投资有限公司
127374.SH,PR六盘水,2016-03-17,企业债,六盘水市开发投资有限公司
1680093.IB,15老边02,2016-03-17,企业债,营口市老边区城市建设投资发展有限公司
123032.SH,16穗铁01,2016-03-21,企业债,广州地铁集团有限公司
1680091.IB,16汇盛投资债,2016-03-21,企业债,浙江汇盛投资集团有限公司
1680096.IB,16荆州城投债,2016-03-21,企业债,荆州市城市建设投资开发有限公司
1680098.IB,16天易专项债,2016-03-22,企业债,湖南天易集团有限公司
1680088.IB,16唐山金控债,2016-03-22,企业债,唐山金融控股集团股份有限公司
1680089.IB,16下城债,2016-03-22,企业债,杭州市拱墅区城市建设投资发展集团有限公司
127384.SH,PR开福01,2016-03-22,企业债,长沙开福城市建设投资有限公司
1680058.IB,16盐都债,2016-03-22,企业债,盐城市盐都区国有资产投资经营有限公司
139007.SH,PR富春债,2016-03-23,企业债,杭州富阳开发区建设投资集团有限公司
1680102.IB,16鄂科投债,2016-03-23,企业债,湖北省科技投资集团有限公司
139018.SH,PR嘉建投,2016-03-23,企业债,嘉鱼县城镇建设投资有限公司
139005.SH,PR郴福城,2016-03-23,企业债,郴州福城高新投资有限公司
139001.SH,PR襄经开,2016-03-23,企业债,襄阳东津国有资本投资集团有限公司
139017.SH,PR四国资,2016-03-23,企业债,四会市国有资产经营有限公司
1680092.IB,16铜建专项债,2016-03-23,企业债,铜陵市建设投资控股有限责任公司
127372.SH,PR大理债,2016-03-23,企业债,大理海东开发投资集团有限公司
1680100.IB,16龙虎山旅发债,2016-03-24,企业债,江西省龙虎山旅游文化发展(集团)有限公司
139004.SH,PR浏产专,2016-03-24,企业债,浏阳现代制造产业建设投资开发有限公司
139012.SH,PR沣东债,2016-03-24,企业债,西安沣东发展集团有限公司
139021.SH,PR瑞安债,2016-03-24,企业债,瑞安市国有资产投资集团有限公司
127398.SH,PR威海债,2016-03-24,企业债,威海城市投资集团有限公司
139020.SH,PR郴新天,2016-03-24,企业债,郴州市新天投资有限公司
127364.SH,PR潼南债,2016-03-24,企业债,重庆市潼南区城市建设投资(集团)有限公司
139013.SH,PR娄锑都,2016-03-24,企业债,娄底锑都投资发展有限公司
1680105.IB,16开乾专项债,2016-03-24,企业债,重庆开乾投资集团有限公司
139015.SH,PR新密财,2016-03-24,企业债,新密市财源投资集团有限公司
139019.SH,PR常鼎力,2016-03-24,企业债,常德鼎力投资开发有限公司
1680103.IB,16资阳水务,2016-03-24,企业债,资阳市水务投资有限责任公司
127344.SH,PR仁发债,2016-03-25,企业债,仁寿发展投资集团有限公司
1680110.IB,16张经开发债,2016-03-25,企业债,张家港经开区控股集团有限公司
1680111.IB,16德兴城经债,2016-03-25,企业债,德兴市投资控股集团有限公司
1680113.IB,16枣阳城投债,2016-03-25,企业债,枣阳市城市建设投资经营有限公司
1680097.IB,16百福专项债,2016-03-25,企业债,郴州市百福投资集团有限公司
127363.SH,PR新沂投,2016-03-25,企业债,新沂市城市投资发展集团有限公司
1680112.IB,16文专项债,2016-03-25,企业债,文登金滩投资管理有限公司
1680116.IB,16鸠江建投债,2016-03-25,企业债,芜湖市鸠江建设投资有限公司
127390.SH,PR芙蓉债,2016-03-25,企业债,长沙市芙蓉城市建设投资集团有限公司
1680094.IB,16启国投债,2016-03-28,企业债,启东国有资产投资控股有限公司
139011.SH,PR观投01,2016-03-28,企业债,贵阳观山湖投资(集团)有限公司
1680121.IB,16肥城资债,2016-03-28,企业债,肥城市城市资产经营集团有限公司
1680130.IB,16启东交通债,2016-03-28,企业债,江苏启晟集团有限公司
1680123.IB,16皋投债,2016-03-28,企业债,如皋市交通产业集团有限公司
139034.SH,PR湘天易,2016-03-29,企业债,湖南天易集团有限公司
127337.SH,PR潜城债,2016-03-29,企业债,潜江市城市建设投资开发有限公司
139003.SH,PR高密债,2016-03-29,企业债,高密市国有资产经营投资有限公司
1680122.IB,16株洲循环债,2016-03-29,企业债,株洲循环经济投资发展集团有限公司
1680109.IB,16苏高新城债,2016-03-29,企业债,苏州高新区北部新城城市建设投资发展有限公司
1680129.IB,16皋开债,2016-03-29,企业债,如皋市经济贸易开发有限公司
1680125.IB,16宿建投债,2016-03-29,企业债,宿州市城市建设投资集团(控股)有限公司
1680127.IB,16鑫泰债,2016-03-29,企业债,泰州鑫泰集团有限公司
127395.SH,PR吉城建,2016-03-30,企业债,吉林市城市建设控股集团有限公司
1680132.IB,16宝应债,2016-03-30,企业债,宝应县城市建设投资发展有限公司
1680144.IB,16随州高新债,2016-03-30,企业债,随州高新技术产业投资有限公司
1680139.IB,16三明交建债,2016-03-30,企业债,三明市交通建设发展集团有限公司
1680128.IB,16北票建投债,2016-03-30,企业债,北票市建设投资有限公司
1680083.IB,16永兴银都债,2016-03-30,企业债,永兴银都投资发展集团有限公司
1680131.IB,16南宁建总债01,2016-03-31,企业债,南宁高新产业建设开发集团有限公司
1680145.IB,16枝江国资债02,2016-03-31,企业债,枝江市国有资产经营中心
1680126.IB,16贾汪城投债,2016-03-31,企业债,徐州市贾汪城市建设投资有限公司
1680117.IB,16钱世纪城债,2016-03-31,企业债,杭州萧山钱江世纪城开发建设有限责任公司
1680070.IB,16共青城债,2016-04-01,企业债,共青城财政管理投资有限公司
1680124.IB,16瑞昌投资债01,2016-04-01,企业债,瑞昌市投资有限责任公司
1680150.IB,16温港城债,2016-04-01,企业债,温州港城发展有限公司
127330.SH,PR和济投,2016-04-01,企业债,江西和济投资有限公司
1680141.IB,16璧山债,2016-04-01,企业债,重庆市璧山区城市建设投资有限公司
1680066.IB,16玉鑫债,2016-04-01,企业债,和田玉鑫国有资产投资经营有限责任公司
1680137.IB,16大冶城投01,2016-04-01,企业债,大冶市振恒城市发展投资有限公司
1680135.IB,16眉山债,2016-04-01,企业债,眉山市宏大建设投资有限责任公司
127342.SH,PR内双创,2016-04-01,企业债,内江建工集团有限责任公司
127400.SH,16广晟01,2016-04-05,企业债,广东省广晟控股集团有限公司
1680120.IB,16朝国资债,2016-04-05,企业债,北京朝阳国有资本运营管理有限公司
139027.SH,PR建安债,2016-04-05,企业债,建安投资控股集团有限公司
1680133.IB,16赣铁债02,2016-04-05,企业债,江西省铁路航空投资集团有限公司
1680149.IB,16当阳债,2016-04-05,企业债,当阳市鑫源投资开发有限责任公司
139031.SH,PR百福债,2016-04-05,企业债,郴州市百福投资集团有限公司
127373.SH,PR枝江01,2016-04-05,企业债,枝江市国有资产经营中心
139022.SH,PR观投02,2016-04-05,企业债,贵阳观山湖投资(集团)有限公司
1680143.IB,16贵阳停车场债01,2016-04-05,企业债,贵阳市城市建设投资集团有限公司
1680134.IB,16白下国资债,2016-04-05,企业债,南京市白下国有资产经营有限公司
127408.SH,PR港经开,2016-04-06,企业债,张家港经开区控股集团有限公司
1680101.IB,16兴荣债,2016-04-06,企业债,重庆市兴荣控股集团有限公司
1680140.IB,16靖江城投债,2016-04-06,企业债,靖江市城投基础设施发展有限公司
139014.SH,PR普湾债,2016-04-06,企业债,大连时泰城市建设发展有限公司
139032.SH,PR广元债,2016-04-06,企业债,广元市园区建设投资有限公司
127401.SH,PR铜建专,2016-04-06,企业债,铜陵市建设投资控股有限责任公司
1624005.IB,16随供水项目NPB,2016-04-06,企业债,随州市玉龙供水有限公司
127399.SH,16鲁信债,2016-04-07,企业债,山东省鲁信投资控股集团有限公司
1680142.IB,16娄底经开债,2016-04-07,企业债,湖南省娄底经济技术开发投资建设集团有限公司
1680155.IB,16庐城投,2016-04-07,企业债,九江市濂溪区城投(集团)有限公司
139030.SH,PR资水投,2016-04-07,企业债,资阳市水务投资有限责任公司
127378.SH,PR禹州债,2016-04-08,企业债,禹州市投资总公司
139025.SH,PR恒澄债,2016-04-08,企业债,苏州市恒澄建设发展有限公司
139037.SH,PR株循环,2016-04-08,企业债,株洲循环经济投资发展集团有限公司
139023.SH,PR安开债,2016-04-08,企业债,安庆经济技术开发区建设投资集团有限公司
139016.SH,PR齐河债,2016-04-11,企业债,齐河县城市经营建设投资有限公司
139035.SH,PR阿克债,2016-04-12,企业债,阿克苏地区绿色实业开发有限公司
127162.SH,PR湘铁投,2016-04-12,企业债,湖南铁路建设投资有限公司
1680136.IB,16浏阳经开债02,2016-04-12,企业债,湖南金阳投资集团有限公司
1680167.IB,16无锡惠开债,2016-04-12,企业债,无锡惠开经济发展集团有限公司
127396.SH,16陕旅债,2016-04-13,企业债,陕西旅游集团有限公司
1680114.IB,16扬中交投债01,2016-04-13,企业债,扬中市交通投资发展有限公司
1680115.IB,16扬中交投债02,2016-04-13,企业债,扬中市交通投资发展有限公司
1680147.IB,16泸纳国资债,2016-04-14,企业债,四川纳兴实业集团有限公司
1680156.IB,16遵停车债,2016-04-14,企业债,遵义市新区开发投资有限责任公司
1680168.IB,16遂开投债,2016-04-14,企业债,遂宁开达投资有限公司
127412.SH,PR鸠江债,2016-04-14,企业债,芜湖市鸠江建设投资有限公司
139028.SH,PR龙旅发,2016-04-15,企业债,江西省龙虎山旅游文化发展(集团)有限公司
1680176.IB,16广安经开债,2016-04-15,企业债,广安经济技术开发区恒生投资开发有限公司
1680162.IB,16宣城债,2016-04-15,企业债,宣城市国有资产投资有限公司
127402.SH,PR下城债,2016-04-15,企业债,杭州市拱墅区城市建设投资发展集团有限公司
1680164.IB,16昌兴投资债,2016-04-15,企业债,萍乡市昌兴投资有限公司
1680172.IB,16安泰债02,2016-04-15,企业债,聊城市安泰城乡投资开发有限责任公司
1680171.IB,16安泰债01,2016-04-15,企业债,聊城市安泰城乡投资开发有限责任公司
1680170.IB,16长乐国资债,2016-04-15,企业债,福州市长乐区国有资产营运有限公司
139047.SH,PR泰鑫债,2016-04-15,企业债,泰州鑫泰集团有限公司
127056.SH,16朝国资,2016-04-18,企业债,北京朝阳国有资本运营管理有限公司
1680175.IB,16内江人和债,2016-04-18,企业债,内江人和国有资产经营有限责任公司
139002.SH,PR井发债,2016-04-18,企业债,吉安市井冈山开发区金庐陵经济发展有限公司
139043.SH,PR如皋债,2016-04-18,企业债,如皋市经济贸易开发有限公司
1680165.IB,16海安经开债,2016-04-18,企业债,海安经济技术开发区控股集团有限公司
1680197.IB,16怀化交投债,2016-04-19,企业债,怀化市交通建设投资有限公司
127414.SH,PR邕高01,2016-04-19,企业债,南宁高新产业建设开发集团有限公司
1680181.IB,16都梁专项债,2016-04-19,企业债,邵阳都梁投资发展有限公司
1680157.IB,16仁怀城投债,2016-04-19,企业债,仁怀市城市开发建设投资经营有限责任公司
139010.SH,PR岳专项,2016-04-19,企业债,岳阳市城市建设投资有限公司
1680169.IB,16虞经开债,2016-04-19,企业债,绍兴市上虞经济开发区投资开发集团有限公司
127368.SH,PR衡阳债,2016-04-19,企业债,衡阳市交通建设投资有限公司
1680183.IB,16秦城发债,2016-04-19,企业债,秦皇岛城市发展投资控股集团有限公司
1680161.IB,16渝经开债,2016-04-19,企业债,重庆经开区开发建设有限公司
1680174.IB,16聊城兴业债,2016-04-20,企业债,聊城市兴业控股集团有限公司
139042.SH,PR靖城投,2016-04-20,企业债,靖江市城投基础设施发展有限公司
139059.SH,PR文专项,2016-04-20,企业债,文登金滩投资管理有限公司
1680184.IB,16瀚瑞债01,2016-04-21,企业债,江苏瀚瑞投资控股有限公司
1680187.IB,16渤海国资债02,2016-04-21,企业债,天津渤海国有资产经营管理有限公司
1680186.IB,16渤海国资债01,2016-04-21,企业债,天津渤海国有资产经营管理有限公司
1680178.IB,16龙岩铁建债,2016-04-21,企业债,龙岩铁路建设发展集团有限公司
1680193.IB,16盱眙债,2016-04-21,企业债,淮安市盱眙城市资产经营有限责任公司
1624003.IB,16川煤气化项目NPB01,2016-04-21,企业债,四川煤气化有限责任公司
1680199.IB,16广州港债01,2016-04-22,企业债,广州港集团有限公司
1680180.IB,16牟中发投债,2016-04-22,企业债,郑州牟中发展投资有限公司
139045.SH,PR筑城01,2016-04-22,企业债,贵阳市城市建设投资集团有限公司
139048.SH,PR白国资,2016-04-22,企业债,南京市白下国有资产经营有限公司
127405.SH,PR盐都债,2016-04-22,企业债,盐城市盐都区国有资产投资经营有限公司
1680196.IB,16武国资,2016-04-25,企业债,武汉商贸集团有限公司
139061.SH,PR开乾债,2016-04-25,企业债,重庆开乾投资集团有限公司
139044.SH,PR苏新城,2016-04-25,企业债,苏州高新区北部新城城市建设投资发展有限公司
139050.SH,PR肥城资,2016-04-25,企业债,肥城市城市资产经营集团有限公司
139057.SH,PR遵车债,2016-04-26,企业债,遵义市新区开发投资有限责任公司
1680200.IB,16红日债,2016-04-26,企业债,淮安红日交通投资发展有限公司
139070.SH,PR遂开债,2016-04-26,企业债,遂宁开达投资有限公司
1680160.IB,16仙桃城投债,2016-04-26,企业债,仙桃市城市建设投资开发有限公司
139040.SH,PR宝应债,2016-04-26,企业债,宝应县城市建设投资发展有限公司
139006.SH,PR上饶债,2016-04-26,企业债,上饶市国有资产经营集团有限公司
1680195.IB,16宁投债,2016-04-27,企业债,天津宁河投资控股有限公司
1680206.IB,16渝迈瑞债,2016-04-27,企业债,重庆迈瑞城市建设投资有限责任公司
1680173.IB,16宜居债,2016-04-27,企业债,亳州城建发展控股集团有限公司
1680185.IB,16金寨专项债,2016-04-28,企业债,金寨县城镇开发投资有限公司
139077.SH,PR都梁债,2016-04-28,企业债,邵阳都梁投资发展有限公司
139049.SH,PR璧山债,2016-04-28,企业债,重庆市璧山区城市建设投资有限公司
1680210.IB,16洛新建投债,2016-04-28,企业债,洛阳城乡建设投资集团有限公司
1680032.IB,16阆中名城债,2016-04-29,企业债,四川阆中名城经营投资有限公司
1680179.IB,16泰控债,2016-04-29,企业债,泰安泰山控股有限公司
1680189.IB,16西湖债,2016-05-03,企业债,杭州西湖投资集团有限公司
1680218.IB,16宜城建投债,2016-05-03,企业债,宜城市建设投资经营有限公司
127388.SH,PR瓯专项,2016-05-03,企业债,浙江瓯海城市建设投资集团有限公司
1680212.IB,16温城专项债02,2016-05-04,企业债,温州市城市建设发展集团有限公司
127418.SH,PR启交通,2016-05-04,企业债,江苏启晟集团有限公司
1680236.IB,16东港债,2016-05-04,企业债,新东港控股集团有限公司
1680227.IB,16广州地铁专项债01,2016-05-05,企业债,广州地铁集团有限公司
1680226.IB,16襄州建投债,2016-05-05,企业债,襄阳市襄州区建设投资经营有限公司
139092.SH,PR长乐债,2016-05-05,企业债,福州市长乐区国有资产营运有限公司
1680220.IB,16淮安城资债,2016-05-05,企业债,淮安市淮安区城市资产经营有限公司
1680232.IB,16南阳高新债,2016-05-06,企业债,南阳高新发展投资集团有限公司
1680188.IB,16吉经开债,2016-05-06,企业债,吉林经济技术开发区经济技术开发总公司
127410.SH,PR德投债,2016-05-06,企业债,德兴市投资控股集团有限公司
139064.SH,PR宣城债,2016-05-09,企业债,宣城市国有资产投资有限公司
1680233.IB,16水城建投债,2016-05-09,企业债,成都花园水城城乡建设投资有限责任公司
139063.SH,PR温港城,2016-05-09,企业债,温州港城发展有限公司
139072.SH,PR盱眙债,2016-05-09,企业债,淮安市盱眙城市资产经营有限责任公司
1680229.IB,16玉环城建债01,2016-05-09,企业债,玉环市城市建设集团有限公司
1680231.IB,16太湖发展债01,2016-05-09,企业债,无锡市太湖新城发展集团有限公司
127415.SH,PR三明交,2016-05-09,企业债,三明市交通建设发展集团有限公司
1680219.IB,16芜湖交投专项债01,2016-05-10,企业债,芜湖市交通投资有限公司
1680234.IB,16渝宏安债,2016-05-10,企业债,重庆百盐投资(集团)有限公司
1680209.IB,16舒城城投债,2016-05-10,企业债,舒城县城镇建设投资有限责任公司
1680228.IB,16平湖债,2016-05-10,企业债,平湖市城市发展投资(集团)有限公司
1680222.IB,16溧水债,2016-05-10,企业债,南京溧水城市建设集团有限公司
1680223.IB,16新开元债,2016-05-11,企业债,成都新开元城市建设投资有限公司
1680241.IB,16恒健债01,2016-05-13,企业债,广东恒健投资控股有限公司
139066.SH,PR钱城债,2016-05-13,企业债,杭州萧山钱江世纪城开发建设有限责任公司
139074.SH,PR纳兴债,2016-05-16,企业债,四川纳兴实业集团有限公司
127419.SH,PR启国控,2016-05-16,企业债,启东国有资产投资控股有限公司
139055.SH,PR玉鑫债,2016-05-17,企业债,和田玉鑫国有资产投资经营有限责任公司
1680239.IB,16海西债,2016-05-18,企业债,青岛海洋投资集团有限公司
139079.SH,PR水城债,2016-05-18,企业债,成都花园水城城乡建设投资有限责任公司
139068.SH,PR海开债,2016-05-18,企业债,海安经济技术开发区控股集团有限公司
127428.SH,PR渤海02,2016-05-19,企业债,天津渤海国有资产经营管理有限公司
127427.SH,PR渤海01,2016-05-19,企业债,天津渤海国有资产经营管理有限公司
127425.SH,16穗港01,2016-05-19,企业债,广州港集团有限公司
139102.SH,PR津宁河,2016-05-19,企业债,天津宁河投资控股有限公司
139069.SH,PR虞经开,2016-05-19,企业债,绍兴市上虞经济开发区投资开发集团有限公司
139095.SH,PR仙桃债,2016-05-19,企业债,仙桃市城市建设投资开发有限公司
127407.SH,PR汇盛债,2016-05-19,企业债,浙江汇盛投资集团有限公司
139041.SH,PR眉宏投,2016-05-19,企业债,眉山市宏大建设投资有限责任公司
127479.SH,PR瀚瑞01,2016-05-20,企业债,江苏瀚瑞投资控股有限公司
139076.SH,PR龙铁债,2016-05-20,企业债,龙岩铁路建设发展集团有限公司
139100.SH,PR阆名城,2016-05-20,企业债,四川阆中名城经营投资有限公司
139085.SH,PR红日债,2016-05-20,企业债,淮安红日交通投资发展有限公司
139080.SH,PR宜居债,2016-05-20,企业债,亳州城建发展控股集团有限公司
139060.SH,PR庐城投,2016-05-20,企业债,九江市濂溪区城投(集团)有限公司
1680242.IB,16惠州交通债01,2016-05-23,企业债,惠州市交通投资集团有限公司
1680243.IB,16湘乡城建债,2016-05-23,企业债,湘乡市城市建设投资开发有限公司
139081.SH,PR16昌兴,2016-05-23,企业债,萍乡市昌兴投资有限公司
139097.SH,PR温城02,2016-05-24,企业债,温州市城市建设发展集团有限公司
1680240.IB,16全椒债,2016-05-24,企业债,全椒县城市基础设施开发建设有限公司
139088.SH,PR内人和,2016-05-25,企业债,内江人和国有资产经营有限责任公司
127379.SH,PR泗阳债,2016-05-25,企业债,泗阳县民康农村经济发展有限公司
127431.SH,PR16洛新,2016-05-25,企业债,洛阳城乡建设投资集团有限公司
139073.SH,PR安泰02,2016-05-26,企业债,聊城市安泰城乡投资开发有限责任公司
139071.SH,PR安泰01,2016-05-26,企业债,聊城市安泰城乡投资开发有限责任公司
1680244.IB,16浏阳城建债,2016-05-27,企业债,浏阳市城市建设集团有限公司
139119.SH,PR堰管廊,2016-05-30,企业债,十堰国有资本投资运营集团有限公司
139109.SH,16广铁01,2016-05-30,企业债,广州地铁集团有限公司
139115.SH,PR襄建债,2016-05-30,企业债,襄阳市襄州区建设投资经营有限公司
127424.SH,PR惠开债,2016-05-30,企业债,无锡惠开经济发展集团有限公司
