code,name,ipo_date,type,inst,codes,url,title,date,url1,filename,id,CNum,WNum0,WNum1,WNum2,SNum,Eco,Eco1,Policy,Policy1,VecLen,isGreen,Heter90,DocNum90,Info90,Stdd90
122460.SH,15粤路建,2016-01-08,公司债,广东省公路建设有限公司,122460,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=122460&announcementId=1201826722&orgId=9900013989&announcementTime=2015-12-09,15粤路建 : 募集说明书,2015-12-09,http://static.cninfo.com.cn/finalpage/2015-12-09/1201826722.PDF,[122460.SH]15粤路建 : 募集说明书.pdf,1578,130479,58619,30695,3478,873,0.6035812487425392,2.0454697874052714,2.95084166051908,13.178190597545436,315,False,,-1,,
136088.SH,15保利02,2016-01-22,公司债,保利发展控股集团股份有限公司,136088,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136088&announcementId=1201826719&orgId=9900000161&announcementTime=2015-12-09,15保利02 : 募集说明书,2015-12-09,http://static.cninfo.com.cn/finalpage/2015-12-09/1201826719.PDF,[136088.SH]15保利02 : 募集说明书.pdf,1580,199096,92958,49052,4808,1441,0.6301064879964714,2.331394005586944,3.549599882380122,11.089874188737896,323,False,,-1,,
136102.SH,15合景02,2016-01-11,公司债,广州合景控股集团有限公司,136102,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136102&announcementId=1201835754&orgId=9900031725&announcementTime=2015-12-14,15合景02 : 债券募集说明书,2015-12-14,http://static.cninfo.com.cn/finalpage/2015-12-14/1201835754.PDF,[136102.SH]15合景02 : 债券募集说明书.pdf,1581,146138,69924,39202,3949,1295,0.4220856306223125,1.3717782995225156,3.587727860289656,11.950299416994223,333,False,,-1,,
136106.SH,15三友02,2016-01-14,公司债,唐山三友化工股份有限公司,136106,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136106&announcementId=1201837492&orgId=gssh0600409&announcementTime=2015-12-15,15三友02 : 募集说明书（面向合格投资者）,2015-12-15,http://static.cninfo.com.cn/finalpage/2015-12-15/1201837492.PDF,[136106.SH]15三友02 : 募集说明书（面向合格投资者）.pdf,1582,173708,79224,41620,4721,1453,3.5352403714492,5.427340851943137,2.5891901312022307,9.709462992008364,336,False,,-1,,
112307.SZ,15投资01,2016-02-25,公司债,信达投资有限公司,112307,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=112307&announcementId=1201843879&orgId=GD012141&announcementTime=2015-12-17,15投资01 : 募集说明书,2015-12-17,http://static.cninfo.com.cn/finalpage/2015-12-17/1201843879.PDF,[112307.SZ]15投资01 : 募集说明书.pdf,1406,144364,64915,35127,3791,980,0.4978475415116994,1.874249568044045,3.7192139865874014,13.061176677306936,310,False,,-1,,
127331.SH,PR威海投,2016-01-11,企业债,威海蓝创建设投资有限公司,127331,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127331&announcementId=1201851464&orgId=9900031710&announcementTime=2015-12-21,15威海建投债 : 公司债券募集说明书,2015-12-21,http://static.cninfo.com.cn/finalpage/2015-12-21/1201851464.PDF,[127331.SH]15威海建投债 : 公司债券募集说明书.pdf,3,55207,25484,14202,2411,466,1.674432149097263,3.6400698893418753,10.556202679091438,27.300524170064065,329,False,,-1,,
127348.SH,PR响水债,2016-01-14,企业债,响水县灌江控股集团有限公司,127348,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127348&announcementId=1201853626&orgId=9900031753&announcementTime=2015-12-22,15响水债 : 公司债券募集说明书,2015-12-22,http://static.cninfo.com.cn/finalpage/2015-12-22/1201853626.PDF,[127348.SH]15响水债 : 公司债券募集说明书.pdf,5,67568,31973,18402,2458,676,1.0718718266952498,5.472187746812592,9.308360600248225,25.95058106735868,304,False,,-1,,
127328.SH,PR长轨03,2016-01-14,企业债,长沙市轨道交通集团有限公司,127328,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127328&announcementId=1201855426&orgId=9900026180&announcementTime=2015-12-23,15长沙轨道债03 : 募集说明书,2015-12-23,http://static.cninfo.com.cn/finalpage/2015-12-23/1201855426.PDF,[127328.SH]15长沙轨道债03 : 募集说明书.pdf,6,86096,40746,23194,3299,903,1.1215288681530662,3.0056973666502174,6.998340137275133,27.634471311291552,332,False,,-1,,
127337.SH,PR潜城债,2016-03-29,企业债,潜江市城市建设投资开发有限公司,127337,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127337&announcementId=1201855430&orgId=9900028479&announcementTime=2015-12-23,15潜江城投债 : 募集说明书,2015-12-23,http://static.cninfo.com.cn/finalpage/2015-12-23/1201855430.PDF,[127337.SH]15潜江城投债 : 募集说明书.pdf,57,73752,32236,17129,2934,642,1.395038515193789,3.760538606174562,10.250500394250016,25.83853945532844,327,False,,-1,,
127347.SH,15昆水务,2016-03-16,企业债,昆明滇池水务股份有限公司,127347,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127347&announcementId=1201855427&orgId=9900031762&announcementTime=2015-12-23,15滇池水务债 : 募集说明书,2015-12-23,http://static.cninfo.com.cn/finalpage/2015-12-23/1201855427.PDF,[127347.SH]15滇池水务债 : 募集说明书.pdf,32,79897,36703,20374,3003,712,4.526497813040383,35.90682534838776,7.120333638490489,22.42905096124504,333,False,,-1,,
127351.SH,PR黔畅达,2016-01-11,企业债,黔东南州交通旅游建设投资(集团)有限责任公司,127351,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127351&announcementId=1201855201&orgId=9900031718&announcementTime=2015-12-23,15黔畅达专项债 : 募集说明书,2015-12-23,http://static.cninfo.com.cn/finalpage/2015-12-23/1201855201.PDF,[127351.SH]15黔畅达专项债 : 募集说明书.pdf,2,84144,40493,24194,3558,858,2.699691463832705,5.270826191292424,7.627699691463833,26.91121014741172,309,False,,-1,,
127332.SH,PR凤城债,2016-09-27,企业债,凤城市现代产业园区开发建设投资有限公司,127332,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127332&announcementId=1201885731&orgId=9900031711&announcementTime=2015-12-28,15凤城债 : 募集说明书,2015-12-28,http://static.cninfo.com.cn/finalpage/2015-12-28/1201885731.PDF,[127332.SH]15凤城债 : 募集说明书.pdf,129,71250,31993,17048,2807,640,0.9141882008776206,3.0472940029254025,10.726474890297416,26.81618722574354,326,False,,-1,,
127308.SH,PR巴中债,2016-01-04,企业债,巴中市国有资本运营集团有限公司,127308,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127308&announcementId=1201885499&orgId=9900028541&announcementTime=2015-12-31,15巴国资 : 债券募集说明书,2015-12-31,http://static.cninfo.com.cn/finalpage/2015-12-31/1201885499.PDF,[127308.SH]15巴国资 : 债券募集说明书.pdf,0,85057,40685,22721,3456,818,1.9632013879377253,4.47427293064877,9.176825092453088,38.67050175775008,312,False,,-1,,
127358.SH,PR平阳债,2016-01-29,企业债,平阳县国资发展有限公司,127358,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127358&announcementId=1201885735&orgId=9900031848&announcementTime=2015-12-31,16平阳债 : 募集说明书,2015-12-31,http://static.cninfo.com.cn/finalpage/2015-12-31/1201885735.PDF,[127358.SH]16平阳债 : 募集说明书.pdf,11,66954,32159,16222,2508,676,1.157854110382092,3.795188472919079,8.555255371156568,26.56631931043356,326,False,,-1,,
127356.SH,PR常德债,2016-01-26,企业债,常德市城市建设投资集团有限公司,127356,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127356&announcementId=1201889247&orgId=9900014952&announcementTime=2016-01-04,16常德城投债 : 公司债券募集说明书,2016-01-04,http://static.cninfo.com.cn/finalpage/2016-01-04/1201889247.PDF,[127356.SH]16常德城投债 : 公司债券募集说明书.pdf,10,62316,28895,15938,2681,594,0.9775808133472368,3.388946819603754,8.14650677789364,25.80813347236705,361,False,1.5342848766549122,14,0.24228948061446604,0.81755152269711
127315.SH,15机场债,2016-01-07,企业债,海航机场集团有限公司,127315,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127315&announcementId=1201898174&orgId=9900031623&announcementTime=2016-01-06,15机场债 : 募集说明书,2016-01-06,http://static.cninfo.com.cn/finalpage/2016-01-06/1201898174.PDF,[127315.SH]15机场债 : 募集说明书.pdf,1,87285,40164,21228,2917,731,0.6830267844074743,1.3172659413572718,4.683612235936966,15.172952139337465,313,False,1.4443076466796292,15,0.2320697651431038,0.8458636061369798
127362.SH,16闽投01,2016-02-02,企业债,福建省投资开发集团有限责任公司,127362,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127362&announcementId=1201898362&orgId=9900016088&announcementTime=2016-01-06,16闽投01 : 募集说明书,2016-01-06,http://static.cninfo.com.cn/finalpage/2016-01-06/1201898362.PDF,[127362.SH]16闽投01 : 募集说明书.pdf,14,114921,53574,27944,3677,1092,3.537911514970952,13.741993147624012,4.692387904066736,18.50886339937435,331,False,1.3056818537046952,15,0.23459981130175697,0.8399651539115085
136141.SH,16邦信01,2016-08-01,公司债,邦信资产管理有限公司,136141,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136141&announcementId=1201902387&orgId=gshk0002777&announcementTime=2016-01-07,16富力02 : 募集说明书,2016-01-07,http://static.cninfo.com.cn/finalpage/2016-01-07/1201902387.PDF,[136141.SH]16富力02 : 募集说明书.pdf,1584,188213,85081,44363,4308,1124,1.017599851985476,1.8964360877911144,8.18705335461042,15.26399777978214,299,False,0.3939830172863027,17,0.33309746211654667,0.8697482498786713
127341.SH,PR正棚改,2016-02-01,企业债,石家庄滹沱新区投资开发有限公司,127341,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127341&announcementId=1201909514&orgId=-&announcementTime=2016-01-12,15正定棚改项目债 : 2015年石家庄正定新区棚户区改造常山社区一期项目收益债券募集说明书,2016-01-12,http://static.cninfo.com.cn/finalpage/2016-01-12/1201909514.PDF,[127341.SH]15正定棚改项目债 : 2015年石家庄正定新区棚户区改造常山社区一期项目收益债券募集说明书.pdf,13,85093,40576,23172,2894,797,0.9385474860335196,2.23463687150838,8.402234636871508,21.94413407821229,306,False,-0.6654200490221543,18,0.3422413093526015,0.8181058292535
127263.SH,PR15沭阳,2016-01-14,企业债,沭阳金源资产经营有限公司,127263,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127263&announcementId=1201909456&orgId=9900024710&announcementTime=2016-01-13,15沭金源 : 2015年沭阳金源资产经营有限公司公司债券募集说明书,2016-01-13,http://static.cninfo.com.cn/finalpage/2016-01-13/1201909456.PDF,[127263.SH]15沭金源 : 2015年沭阳金源资产经营有限公司公司债券募集说明书.pdf,4,74845,35779,19151,2846,747,1.4127363616605086,3.4231688763312325,9.128450336883288,23.79917409258857,348,False,1.3167742599549919,19,0.23184933655202447,0.794349557490408
127310.SH,PR海城改,2016-01-14,企业债,海安城市动迁改造有限公司,127310,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127310&announcementId=1201909442&orgId=9900031565&announcementTime=2016-01-13,15海城改 : 2015年海安城市动迁改造有限公司公司债券募集说明书,2016-01-13,http://static.cninfo.com.cn/finalpage/2016-01-13/1201909442.PDF,[127310.SH]15海城改 : 2015年海安城市动迁改造有限公司公司债券募集说明书.pdf,7,70323,33892,18396,2837,672,1.128413450688332,2.313247573911081,7.503949447077409,22.681110358835475,332,False,1.3214544250162055,19,0.25098436983087025,0.8248218221356889
127368.SH,PR衡阳债,2016-04-19,企业债,衡阳市交通建设投资有限公司,127368,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127368&announcementId=1201915999&orgId=9900031939&announcementTime=2016-01-13,16衡阳交投债 : 公司债券募集说明书,2016-01-13,http://static.cninfo.com.cn/finalpage/2016-01-13/1201915999.PDF,[127368.SH]16衡阳交投债 : 公司债券募集说明书.pdf,90,66777,31706,17606,3076,604,1.6468650746970943,3.058463710151747,7.646159275379367,24.114810022350312,332,False,1.2069614348620605,19,0.25484971713796917,0.8201764111266129
136152.SH,16保利02,2016-03-21,公司债,保利发展控股集团股份有限公司,136152,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136152&announcementId=1201909428&orgId=9900000161&announcementTime=2016-01-13,16保利02 : 公开发行2016年公司债券（第一期）募集说明书,2016-01-13,http://static.cninfo.com.cn/finalpage/2016-01-13/1201909428.PDF,[136152.SH]16保利02 : 公开发行2016年公司债券（第一期）募集说明书.pdf,1585,200904,93899,49601,4876,1464,0.6024471820013712,2.3266925649708123,3.7808754180775694,11.65423686561273,322,False,-0.12113705342392445,19,0.37152392580316257,0.8382252062519128
127274.SH,PR铜城投,2016-01-15,企业债,徐州市铜山区城市建设投资有限责任公司,127274,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127274&announcementId=1201917712&orgId=9900026983&announcementTime=2016-01-14,15铜城投 : 募集说明书,2016-01-14,http://static.cninfo.com.cn/finalpage/2016-01-14/1201917712.PDF,[127274.SH]15铜城投 : 募集说明书.pdf,8,70311,32159,17712,2901,605,2.4551353247208745,4.910270649441749,8.885251651370783,27.41567779271644,352,False,1.7572368352884773,23,0.21012295099377454,0.7430911272652786
127377.SH,PR黄冈债,2016-03-14,企业债,黄冈市城市建设投资有限公司,127377,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127377&announcementId=1201917977&orgId=9900024455&announcementTime=2016-01-14,16黄冈城投债 : 公司债券募集说明书,2016-01-14,http://static.cninfo.com.cn/finalpage/2016-01-14/1201917977.PDF,[127377.SH]16黄冈城投债 : 公司债券募集说明书.pdf,30,62955,29255,16106,2809,569,2.7675870502671045,4.5053742678766815,7.723498744931454,25.680633326897084,354,False,1.4571899607268994,23,0.24270260605519356,0.7883048631593258
127379.SH,PR泗阳债,2016-05-25,企业债,泗阳县民康农村经济发展有限公司,127379,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127379&announcementId=1201917988&orgId=9900031943&announcementTime=2016-01-14,16泗阳债 : 公司债券募集说明书,2016-01-14,http://static.cninfo.com.cn/finalpage/2016-01-14/1201917988.PDF,[127379.SH]16泗阳债 : 公司债券募集说明书.pdf,116,80144,34963,18400,2770,551,0.7283321194464676,2.409098548938316,7.115244551515491,22.46624460754104,344,False,1.2331804216407518,23,0.24751186692784374,0.7469954283436968
136163.SH,16青国信,2016-02-16,公司债,青岛国信发展(集团)有限责任公司,136163,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136163&announcementId=1201918007&orgId=GD009083&announcementTime=2016-01-14,16青国信 : 公开发行2016年公司债券募集说明书,2016-01-14,http://static.cninfo.com.cn/finalpage/2016-01-14/1201918007.PDF,[136163.SH]16青国信 : 公开发行2016年公司债券募集说明书.pdf,1586,172705,81195,43535,4434,1343,0.4029199848312476,0.9954493742889646,4.0291998483124765,18.889836935912022,302,False,1.6168622366888639,23,0.2421363225975678,0.8941734847682866
112323.SZ,16投资01,2016-04-06,公司债,信达投资有限公司,112323,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=112323&announcementId=1201924654&orgId=GD012141&announcementTime=2016-01-18,16投资01 : 募集说明书,2016-01-18,http://static.cninfo.com.cn/finalpage/2016-01-18/1201924654.PDF,[112323.SZ]16投资01 : 募集说明书.pdf,1407,141294,63639,34645,3771,973,0.5048705155618912,1.900688999762414,3.741981468282253,13.215728201473034,307,False,1.036461533304997,27,0.30051792027900115,0.8963857144077724
136167.SH,16华夏债,2016-02-04,公司债,华夏幸福基业股份有限公司,136167,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136167&announcementId=1201936536&orgId=gssh0600340&announcementTime=2016-01-18,16华夏01 : 2016年公司债券（第一期）募集说明书,2016-01-18,http://static.cninfo.com.cn/finalpage/2016-01-18/1201936536.PDF,[136167.SH]16华夏01 : 2016年公司债券（第一期）募集说明书.pdf,1587,193460,91527,49613,4881,1426,1.016871770394505,2.3450308174403887,5.0013489115321565,14.111689874862517,332,False,0.2917035088369936,27,0.31452200948725706,0.7553885059807226
127383.SH,PR宁乡债,2016-02-18,企业债,宁乡经济技术开发区建设投资有限公司,127383,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127383&announcementId=1201936570&orgId=9900028435&announcementTime=2016-01-19,16宁乡经开债 : 募集说明书,2016-01-19,http://static.cninfo.com.cn/finalpage/2016-01-19/1201936570.PDF,[127383.SH]16宁乡经开债 : 募集说明书.pdf,16,68519,31022,16302,2660,525,1.3944349369335107,3.2959371236610253,11.47239652658934,26.113963364391203,318,False,0.9966987765500634,29,0.24629808820994825,0.7859613639077081
123031.SH,PR温城01,2016-02-24,企业债,温州市城市建设发展集团有限公司,123031,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=123031&announcementId=1201934523&orgId=9900031952&announcementTime=2016-01-20,16温城专项债01 : 募集说明书,2016-01-20,http://static.cninfo.com.cn/finalpage/2016-01-20/1201934523.PDF,[123031.SH]16温城专项债01 : 募集说明书.pdf,23,111045,52841,29532,3282,715,0.8328417253704411,1.943297359197696,9.022452024846444,29.73938994343617,278,False,-0.6383180059794017,30,0.41036972764514074,0.819156704184126
127387.SH,PR雨花债,2016-02-19,企业债,长沙市雨花城市建设投资集团有限公司,127387,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127387&announcementId=1201934559&orgId=9900028463&announcementTime=2016-01-20,16雨花城投债 : 募集说明书,2016-01-20,http://static.cninfo.com.cn/finalpage/2016-01-20/1201934559.PDF,[127387.SH]16雨花城投债 : 募集说明书.pdf,19,62801,29036,16093,2608,558,0.965561635017702,2.961055680720953,10.170582555519797,30.76923076923077,318,False,0.8742694283158021,30,0.26352116450146806,0.813390915485438
136110.SH,14昊华02,2016-03-11,公司债,北京昊华能源股份有限公司,136110,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136110&announcementId=1201934546&orgId=9900010887&announcementTime=2016-01-20,14昊华02 : 公司债券（第二期）募集说明书,2016-01-20,http://static.cninfo.com.cn/finalpage/2016-01-20/1201934546.PDF,[136110.SH]14昊华02 : 公司债券（第二期）募集说明书.pdf,1583,127666,59348,31730,3652,1159,5.364561185437179,7.327205521572733,3.009387982074516,10.303882764711656,324,False,0.8201390100338455,30,0.2925241872066758,0.8714023260443537
127335.SH,PR昌乐债,2016-01-22,企业债,昌乐县新城发展有限公司,127335,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127335&announcementId=1201934503&orgId=9900031696&announcementTime=2016-01-21,15昌乐债 : 公司债券募集说明书,2016-01-21,http://static.cninfo.com.cn/finalpage/2016-01-21/1201934503.PDF,[127335.SH]15昌乐债 : 公司债券募集说明书.pdf,9,53643,25274,14399,2536,524,2.4504504504504507,5.333333333333333,10.882882882882884,30.34234234234234,363,False,1.449051749172395,33,0.24808944279436643,0.7642012541376567
136196.SH,16龙湖02,2016-02-24,公司债,重庆龙湖企业拓展有限公司,136196,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136196&announcementId=1201934442&orgId=9900006527&announcementTime=2016-01-21,16龙湖02 : 2016年公司债券（第一期）募集说明书,2016-01-21,http://static.cninfo.com.cn/finalpage/2016-01-21/1201934442.PDF,[136196.SH]16龙湖02 : 2016年公司债券（第一期）募集说明书.pdf,1591,154773,70867,37901,4000,1125,0.7341744616053948,1.740265390472047,3.8068305416576025,11.366108331520556,332,False,0.7595962595519045,33,0.30192807096960395,0.7923636264046646
136189.SH,16新业01,2016-02-26,公司债,新疆新业国有资产经营(集团)有限责任公司,136189,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136189&announcementId=1201937128&orgId=9900024063&announcementTime=2016-01-22,16新业01 : 募集说明书,2016-01-22,http://static.cninfo.com.cn/finalpage/2016-01-22/1201937128.PDF,[136189.SH]16新业01 : 募集说明书.pdf,1588,129484,61279,31648,3754,966,3.617756339221693,9.1584642461378,4.106642331008409,27.5405775373183,302,False,1.050791885357681,35,0.30218461522902573,0.9388355204476879
136194.SH,16广越02,2016-02-26,公司债,广州越秀集团股份有限公司,136194,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136194&announcementId=1201944675&orgId=GD007354&announcementTime=2016-01-25,16广越02 : 2016年公开发行公司债券（第一期）募集说明书,2016-01-25,http://static.cninfo.com.cn/finalpage/2016-01-25/1201944675.PDF,[136194.SH]16广越02 : 2016年公开发行公司债券（第一期）募集说明书.pdf,1590,177273,82528,43862,4518,1221,0.7269998358387467,1.852677001008419,2.978354166178092,12.663868108158814,313,False,0.7974142008479693,36,0.30035827730241615,0.8196583710855914
136200.SH,16铁工02,2016-03-14,公司债,中国中铁股份有限公司,136200,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136200&announcementId=1201944709&orgId=9900003904&announcementTime=2016-01-26,16铁工02 : 公开发行2016年公司债券（第一期）募集说明书,2016-01-26,http://static.cninfo.com.cn/finalpage/2016-01-26/1201944709.PDF,[136200.SH]16铁工02 : 公开发行2016年公司债券（第一期）募集说明书.pdf,1592,180627,85173,45855,4636,1152,0.7382054895644587,1.990917835492025,4.697671297228374,15.726013914054985,318,False,0.4699728380490618,37,0.29950113319201443,0.7805436870581064
127378.SH,PR禹州债,2016-04-08,企业债,禹州市投资总公司,127378,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127378&announcementId=1201950982&orgId=9900032055&announcementTime=2016-01-27,16禹州债 : 募集说明书,2016-01-27,http://static.cninfo.com.cn/finalpage/2016-01-27/1201950982.PDF,[127378.SH]16禹州债 : 募集说明书.pdf,73,60789,27954,14948,2498,518,1.2474012474012477,3.7422037422037424,11.78101178101178,28.82882882882883,324,False,0.9576042202241387,38,0.25265745832697034,0.7622893324120142
127381.SH,PR仪征发,2016-01-29,企业债,仪征市城市发展投资控股集团有限公司,127381,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127381&announcementId=1201953393&orgId=9900022858&announcementTime=2016-01-28,16仪征债 : 募集说明书,2016-01-28,http://static.cninfo.com.cn/finalpage/2016-01-28/1201953393.PDF,[127381.SH]16仪征债 : 募集说明书.pdf,12,71621,33809,18073,2753,648,1.5494978479196555,3.0416068866571018,10.731707317073171,24.562410329985653,335,False,1.5688961242613402,39,0.23313216692735833,0.814558593180232
127353.SH,PR渝缙云,2016-02-15,企业债,重庆缙云资产经营(集团)有限公司,127353,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127353&announcementId=1201980183&orgId=9900022882&announcementTime=2016-02-05,15渝缙云 : 公司债券募集说明书,2016-02-05,http://static.cninfo.com.cn/finalpage/2016-02-05/1201980183.PDF,[127353.SH]15渝缙云 : 公司债券募集说明书.pdf,15,67812,32371,17463,2604,599,1.956831119544592,3.9729601518026567,9.54696394686907,29.293168880455408,299,False,1.130558785856547,40,0.2427075504438615,0.8375656698802372
127279.SH,PR浏新城,2016-02-19,企业债,湖南金阳新城建设发展集团有限公司,127279,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127279&announcementId=1201986892&orgId=9900031320&announcementTime=2016-02-18,15浏新城 : 债券募集说明书,2016-02-18,http://static.cninfo.com.cn/finalpage/2016-02-18/1201986892.PDF,[127279.SH]15浏新城 : 债券募集说明书.pdf,18,56011,26588,14695,2452,486,1.5483144485889226,3.941164050953621,8.374973608276443,24.63227531846013,319,False,1.5080612908755766,41,0.23163682535732089,0.8541953921202828
127314.SH,PR睢润企,2016-02-19,企业债,睢宁县润企投资有限公司,127314,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127314&announcementId=1201986900&orgId=9900028919&announcementTime=2016-02-18,15睢润企 : 募集说明书,2016-02-18,http://static.cninfo.com.cn/finalpage/2016-02-18/1201986900.PDF,[127314.SH]15睢润企 : 募集说明书.pdf,17,67173,30947,16462,2719,583,2.20416902827634,4.40833805655268,9.509414950563638,24.371811826941244,333,False,1.080743808744996,41,0.2569981550682203,0.7451517104402477
127317.SH,PR平崆旅,2016-02-22,企业债,平凉文化旅游产业投资集团有限责任公司,127317,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127317&announcementId=1201989050&orgId=9900031577&announcementTime=2016-02-19,15平崆旅 : 募集说明书,2016-02-19,http://static.cninfo.com.cn/finalpage/2016-02-19/1201989050.PDF,[127317.SH]15平崆旅 : 募集说明书.pdf,20,69696,33794,19530,3096,667,2.703705667179134,3.870010072628957,6.785771086253512,20.78142395165138,330,False,1.060515497759822,43,0.23090000595233076,0.7609054234783239
127338.SH,PR宜高投,2016-02-22,企业债,宜昌高新投资开发有限公司,127338,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127338&announcementId=1201989056&orgId=9900031688&announcementTime=2016-02-19,15宜高投 : 募集说明书,2016-02-19,http://static.cninfo.com.cn/finalpage/2016-02-19/1201989056.PDF,[127338.SH]15宜高投 : 募集说明书.pdf,21,53248,24582,13854,2474,508,2.322793346320995,3.671512063539637,11.688895549228231,29.896598231679903,353,False,1.1190739494669408,43,0.2548183958381632,0.7389247472755631
136226.SH,16锡公01,2016-03-14,公司债,无锡市市政公用产业集团有限公司,136226,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=136226&announcementId=1201988997&orgId=9900005985&announcementTime=2016-02-19,16锡公01 : 募集说明书,2016-02-19,http://static.cninfo.com.cn/finalpage/2016-02-19/1201988997.PDF,[136226.SH]16锡公01 : 募集说明书.pdf,1594,139363,64556,33935,3808,1143,2.866552817760429,14.302268846060016,4.940229324225421,19.638936325933155,341,False,1.4503593751798214,43,0.24317075697751056,0.791620838364559
127067.SH,PR遵经债,2016-02-23,企业债,遵义经济技术开发区投资建设有限公司,127067,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127067&announcementId=1201991723&orgId=9900031948&announcementTime=2016-02-22,16遵经债 : 募集说明书,2016-02-22,http://static.cninfo.com.cn/finalpage/2016-02-22/1201991723.PDF,[127067.SH]16遵经债 : 募集说明书.pdf,22,67619,30953,17062,2688,599,1.0933608698293142,3.2193403389418696,11.541031403753871,32.31488793051084,344,False,1.46918496220613,46,0.24353771895553797,0.8038810147951605
127396.SH,16陕旅债,2016-04-13,企业债,陕西旅游集团有限公司,127396,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127396&announcementId=1201992121&orgId=-&announcementTime=2016-02-22,16陕西旅游债 : 募集说明书,2016-02-22,http://static.cninfo.com.cn/finalpage/2016-02-22/1201992121.PDF,[127396.SH]16陕西旅游债 : 募集说明书.pdf,80,73951,35153,19231,3186,640,0.9144209563767416,2.2053681889086114,4.625894249905869,16.889892958958633,326,False,-0.008897072357458943,46,0.23729561296593338,0.7397876741582983
127345.SH,PR盐高新,2016-02-24,企业债,盐城高新区投资集团有限公司,127345,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127345&announcementId=1201993387&orgId=9900031679&announcementTime=2016-02-23,15盐高新 : 公司债券募集说明书,2016-02-23,http://static.cninfo.com.cn/finalpage/2016-02-23/1201993387.PDF,[127345.SH]15盐高新 : 公司债券募集说明书.pdf,25,57080,27114,15457,2557,562,1.4098690835850958,3.55824102047667,8.862034239677744,24.706277274253104,358,False,1.2608189970559955,48,0.22908159480545298,0.7583160848727163
127355.SH,PR凯投01,2016-02-24,企业债,贵州省凯里城镇建设投资有限公司,127355,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=127355&announcementId=1201993384&orgId=9900027807&announcementTime=2016-02-23,15黔投01 : 公司债券募集说明书,2016-02-23,http://static.cninfo.com.cn/finalpage/2016-02-23/1201993384.PDF,[127355.SH]15黔投01 : 公司债券募集说明书.pdf,24,67148,31102,16890,2986,632,1.7222290564645095,5.843277155861729,11.071472505843278,27.43264854225612,336,False,1.579438493179691,48,0.21658017851156336,0.7692288970862422
